# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:gr.fac. D             16:gr.fac. f          
       2.392795089931e+01       1.353034735136e-01       2.879428811543e+03       1.597480080294e-02       1.101466232053e+04       4.418599172077e+02       2.745729614987e+05       6.698128973574e+02       1.062491328269e-06       4.222643527950e-05       2.111321763975e-04       3.815924191813e-08       7.349984463589e-07       2.551942606935e-04       5.172057598037e-02       9.952113815980e-01 
       2.375436907339e+01       1.367376665049e-01       2.890351993525e+03       1.580787198991e-02       1.100373913855e+04       4.445170509466e+02       2.723906198228e+05       6.709471989126e+02       1.033205046762e-06       4.135045224215e-05       2.067522612107e-04       3.815924191813e-08       7.147391079205e-07       2.498888168495e-04       5.208151229353e-02       9.952422801977e-01 
       2.358199593948e+01       1.381870043644e-01       2.901313657664e+03       1.564269066413e-02       1.099277747441e+04       4.471881576041e+02       2.702244112395e+05       6.720816542743e+02       1.004726003141e-06       4.049264129619e-05       2.024632064810e-04       3.815924191813e-08       6.950381915385e-07       2.446937712138e-04       5.244497874305e-02       9.952729170876e-01 
       2.341082308135e+01       1.396516467237e-01       2.912313937301e+03       1.547923849217e-02       1.098177719477e+04       4.498732860492e+02       2.680742202203e+05       6.732162623714e+02       9.770319470399e-07       3.965262546725e-05       1.982631273362e-04       3.815924191813e-08       6.758803051008e-07       2.396068242975e-04       5.281099304707e-02       9.953032930276e-01 
       2.324084214133e+01       1.411317548941e-01       2.923352966234e+03       1.531749733379e-02       1.097073816584e+04       4.525724849771e+02       2.659399320519e+05       6.743510221382e+02       9.501012413871e-07       3.883003560108e-05       1.941501780054e-04       3.815924191813e-08       6.572504807554e-07       2.346257245705e-04       5.317957304729e-02       9.953334087508e-01 
       2.307204481997e+01       1.426274918850e-01       2.934430878721e+03       1.515744923986e-02       1.095966025335e+04       4.552858029020e+02       2.638214328302e+05       6.754859325148e+02       9.239128455051e-07       3.802451020139e-05       1.901225510069e-04       3.815924191813e-08       6.391341632159e-07       2.297482674590e-04       5.355073670985e-02       9.953632649633e-01 
       2.290442287559e+01       1.441390224211e-01       2.945547809484e+03       1.499907645039e-02       1.094854332259e+04       4.580132881505e+02       2.617186094548e+05       6.766209924468e+02       8.984462986702e-07       3.723569527097e-05       1.861784763548e-04       3.815924191813e-08       6.215171983901e-07       2.249722943648e-04       5.392450212614e-02       9.953928623439e-01 
       2.273796812390e+01       1.456665129608e-01       2.956703893706e+03       1.484236139248e-02       1.093738723837e+04       4.607549888550e+02       2.596313496230e+05       6.777562008854e+02       8.736817041270e-07       3.646324415612e-05       1.823162207806e-04       3.815924191813e-08       6.043858223217e-07       2.202956917051e-04       5.430088751369e-02       9.954222015436e-01 
       2.257267243759e+01       1.472101317139e-01       2.967899267034e+03       1.468728667834e-02       1.092619186504e+04       4.635109529462e+02       2.575595418248e+05       6.788915567873e+02       8.495997135438e-07       3.570681739433e-05       1.785340869716e-04       3.815924191813e-08       5.877266504368e-07       2.157163899719e-04       5.467991121702e-02       9.954512831856e-01 
       2.240852774596e+01       1.487700486607e-01       2.979134065583e+03       1.453383510335e-02       1.091495706649e+04       4.662812281466e+02       2.555030753368e+05       6.800270591145e+02       8.261815118963e-07       3.496608256507e-05       1.748304128253e-04       3.815924191813e-08       5.715266670869e-07       2.112323628113e-04       5.506159170850e-02       9.954801078648e-01 
       2.224552603447e+01       1.503464355698e-01       2.990408425933e+03       1.438198964408e-02       1.090368270614e+04       4.690658619628e+02       2.534618402171e+05       6.811627068345e+02       8.034088027676e-07       3.424071414375e-05       1.712035707187e-04       3.815924191813e-08       5.557732153799e-07       2.068416261226e-04       5.544594758924e-02       9.955086761473e-01 
       2.208365934441e+01       1.519394660176e-01       3.001722485133e+03       1.423173345644e-02       1.089236864694e+04       4.718649016788e+02       2.514357272997e+05       6.822984989199e+02       7.812637940540e-07       3.353039335864e-05       1.676519667932e-04       3.815924191813e-08       5.404539872920e-07       2.025422371751e-04       5.583299758995e-02       9.955369885706e-01 
       2.192291977247e+01       1.535493154065e-01       3.013076380701e+03       1.408304987369e-02       1.088101475137e+04       4.746783943482e+02       2.494246281888e+05       6.834344343488e+02       7.597291840642e-07       3.283480805081e-05       1.641740402540e-04       3.815924191813e-08       5.255570140515e-07       1.983322937449e-04       5.622276057188e-02       9.955650456427e-01 
       2.176329947038e+01       1.551761609846e-01       3.024470250625e+03       1.393592240464e-02       1.086962088145e+04       4.775063867867e+02       2.474284352539e+05       6.845705121043e+02       7.387881480018e-07       3.215365253691e-05       1.607682626846e-04       3.815924191813e-08       5.110706567877e-07       1.942099332682e-04       5.661525552762e-02       9.955928478421e-01 
       2.160479064451e+01       1.568201818648e-01       3.035904233369e+03       1.379033473174e-02       1.085818689870e+04       4.803489255646e+02       2.454470416241e+05       6.857067311748e+02       7.184243248209e-07       3.148662747488e-05       1.574331373744e-04       3.815924191813e-08       4.969835974380e-07       1.901733320135e-04       5.701050158208e-02       9.956203956173e-01 
       2.144738555548e+01       1.584815590445e-01       3.047378467867e+03       1.364627070927e-02       1.084671266420e+04       4.832060569992e+02       2.434803411829e+05       6.868430905537e+02       6.986218044432e-07       3.083343973240e-05       1.541671986620e-04       3.815924191813e-08       4.832848299052e-07       1.862207042706e-04       5.740851799335e-02       9.956476893865e-01 
       2.129107651782e+01       1.601604754252e-01       3.058893093528e+03       1.350371436149e-02       1.083519803854e+04       4.860778271467e+02       2.415282285629e+05       6.879795892393e+02       6.793651153279e-07       3.019380225802e-05       1.509690112901e-04       3.815924191813e-08       4.699636514587e-07       1.823503015568e-04       5.780932415363e-02       9.956747295370e-01 
       2.113585589957e+01       1.618571158325e-01       3.070448250239e+03       1.336264988089e-02       1.082364288183e+04       4.889642817941e+02       2.395905991407e+05       6.891162262352e+02       6.606392123843e-07       2.956743395511e-05       1.478371697755e-04       3.815924191813e-08       4.570096543728e-07       1.785604118393e-04       5.821293959010e-02       9.957015164253e-01 
       2.098171612190e+01       1.635716670363e-01       3.082044078363e+03       1.322306162635e-02       1.081204705371e+04       4.918654664518e+02       2.376673490312e+05       6.902530005495e+02       6.424294652172e-07       2.895405955822e-05       1.447702977911e-04       3.815924191813e-08       4.444127177952e-07       1.748493587743e-04       5.861938396590e-02       9.957280503761e-01 
       2.082864965875e+01       1.653043177713e-01       3.093680718741e+03       1.308493412142e-02       1.080041041333e+04       4.947814263446e+02       2.357583750833e+05       6.913899111955e+02       6.247216466965e-07       2.835340951223e-05       1.417670475612e-04       3.815924191813e-08       4.321629998400e-07       1.712155009619e-04       5.902867708103e-02       9.957543316825e-01 
       2.067664903646e+01       1.670552587571e-01       3.105358312697e+03       1.294825205255e-02       1.078873281937e+04       4.977122064037e+02       2.338635748737e+05       6.925269571911e+02       6.075019218420e-07       2.776521985380e-05       1.388260992690e-04       3.815924191813e-08       4.202509298983e-07       1.676572312164e-04       5.944083887324e-02       9.957803606050e-01 
       2.052570683342e+01       1.688246827197e-01       3.117077002034e+03       1.281300026740e-02       1.077701413004e+04       5.006578512583e+02       2.319828467028e+05       6.936641375591e+02       5.907568370144e-07       2.718923209540e-05       1.359461604770e-04       3.815924191813e-08       4.086672011610e-07       1.641729758525e-04       5.985588941904e-02       9.958061373715e-01 
       2.037581567969e+01       1.706127844120e-01       3.128836929037e+03       1.267916377310e-02       1.076525420303e+04       5.036184052272e+02       2.301160895890e+05       6.948014513267e+02       5.744733094040e-07       2.662519311175e-05       1.331259655587e-04       3.815924191813e-08       3.974027633473e-07       1.607611939852e-04       6.027384893458e-02       9.958316621767e-01 
       2.022696825663e+01       1.724197606351e-01       3.140638236476e+03       1.254672773458e-02       1.075345289560e+04       5.065939123095e+02       2.282632032640e+05       6.959388975260e+02       5.586386168098e-07       2.607285502854e-05       1.303642751427e-04       3.815924191813e-08       3.864488156343e-07       1.574203768456e-04       6.069473777664e-02       9.958569351817e-01 
       2.007915729658e+01       1.742458102598e-01       3.152481067606e+03       1.241567747288e-02       1.074161006447e+04       5.095844161762e+02       2.264240881674e+05       6.970764751935e+02       5.432403876995e-07       2.553197511353e-05       1.276598755676e-04       3.815924191813e-08       3.757967997810e-07       1.541490471105e-04       6.111857644355e-02       9.958819565134e-01 
       1.993237558248e+01       1.760911342485e-01       3.164365566168e+03       1.228599846354e-02       1.072972556590e+04       5.125899601613e+02       2.245986454424e+05       6.982141833703e+02       5.282665915442e-07       2.500231566985e-05       1.250115783492e-04       3.815924191813e-08       3.654383934416e-07       1.509457582460e-04       6.154538557617e-02       9.959067262642e-01 
       1.978661594750e+01       1.779559356768e-01       3.176291876392e+03       1.215767633491e-02       1.071779925568e+04       5.156105872525e+02       2.227867769302e+05       6.993520211019e+02       5.137055294188e-07       2.448364393159e-05       1.224182196579e-04       3.815924191813e-08       3.553655036639e-07       1.478090938645e-04       6.197518595886e-02       9.959312444915e-01 
       1.964187127473e+01       1.798404197555e-01       3.188260142993e+03       1.203069686660e-02       1.070583098908e+04       5.186463400819e+02       2.209883851655e+05       7.004899874381e+02       4.995458248624e-07       2.397573196146e-05       1.198786598073e-04       3.815924191813e-08       3.455702605659e-07       1.447376670961e-04       6.240799852042e-02       9.959555112171e-01 
       1.949813449681e+01       1.817447938535e-01       3.200270511181e+03       1.190504598782e-02       1.069382062089e+04       5.216972609169e+02       2.192033733717e+05       7.016280814331e+02       4.857764149896e-07       2.347835655065e-05       1.173917827533e-04       3.815924191813e-08       3.360450111878e-07       1.417301199720e-04       6.284384433510e-02       9.959795264268e-01 
       1.935539859559e+01       1.836692675197e-01       3.212323126654e+03       1.178070977581e-02       1.068176800542e+04       5.247633916505e+02       2.174316454559e+05       7.027663021453e+02       4.723865418474e-07       2.299129912076e-05       1.149564956038e-04       3.815924191813e-08       3.267823135125e-07       1.387851228218e-04       6.328274462357e-02       9.960032900698e-01 
       1.921365660178e+01       1.856140525063e-01       3.224418135603e+03       1.165767445431e-02       1.066967299647e+04       5.278447737917e+02       2.156731060038e+05       7.039046486374e+02       4.593657440105e-07       2.251434562769e-05       1.125717281384e-04       3.815924191813e-08       3.177749306513e-07       1.359013736827e-04       6.372472075390e-02       9.960268020583e-01 
       1.907290159462e+01       1.875793627917e-01       3.236555684715e+03       1.153592639198e-02       1.065753544736e+04       5.309414484558e+02       2.139276602759e+05       7.050431199762e+02       4.467038484077e-07       2.204728646761e-05       1.102364323381e-04       3.815924191813e-08       3.090158251900e-07       1.330775977212e-04       6.416979424258e-02       9.960500622667e-01 
       1.893312670153e+01       1.895654146037e-01       3.248735921168e+03       1.141545210087e-02       1.064535521090e+04       5.340534563544e+02       2.121952142018e+05       7.061817152324e+02       4.343909623739e-07       2.158991638488e-05       1.079495819244e-04       3.815924191813e-08       3.004981536906e-07       1.303125466673e-04       6.461798675547e-02       9.960730705313e-01 
       1.879432509781e+01       1.915724264432e-01       3.260958992640e+03       1.129623823491e-02       1.063313213943e+04       5.371808377852e+02       2.104756743758e+05       7.073204334809e+02       4.224174659211e-07       2.114203438178e-05       1.057101719089e-04       3.815924191813e-08       2.922152613450e-07       1.276049982599e-04       6.506932010886e-02       9.960958266496e-01 
       1.865649000623e+01       1.936006191078e-01       3.273225047303e+03       1.117827158841e-02       1.062086608477e+04       5.403236326221e+02       2.087689480528e+05       7.084592738005e+02       4.107740042228e-07       2.070344363023e-05       1.035172181512e-04       3.815924191813e-08       2.841606767749e-07       1.249537557043e-04       6.552381627046e-02       9.961183303800e-01 
       1.851961469680e+01       1.956502157158e-01       3.285534233831e+03       1.106153909458e-02       1.060855689824e+04       5.434818803046e+02       2.070749431428e+05       7.095982352737e+02       3.994514803047e-07       2.027395138530e-05       1.013697569265e-04       3.815924191813e-08       2.763281069767e-07       1.223576471410e-04       6.598149736041e-02       9.961405814405e-01 
       1.838369248636e+01       1.977214417305e-01       3.297886701396e+03       1.094602782406e-02       1.059620443068e+04       5.466556198275e+02       2.053935682068e+05       7.107373169871e+02       3.884410479381e-07       1.985336890047e-05       9.926684450234e-05       3.815924191813e-08       2.687114324045e-07       1.198155251251e-04       6.644238565231e-02       9.961625795090e-01 
       1.824871673828e+01       1.998145249850e-01       3.310282599669e+03       1.083172498345e-02       1.058380853240e+04       5.498448897299e+02       2.037247324524e+05       7.118765180307e+02       3.777341047276e-07       1.944151134469e-05       9.720755672347e-05       3.815924191813e-08       2.613047021889e-07       1.173262661170e-04       6.690650357425e-02       9.961843242220e-01 
       1.811468086216e+01       2.019296957064e-01       3.322722078826e+03       1.071861791389e-02       1.057136905324e+04       5.530497280847e+02       2.020683457289e+05       7.130158374986e+02       3.673222853912e-07       1.903819772121e-05       9.519098860604e-05       3.815924191813e-08       2.541021294879e-07       1.148887699840e-04       6.737387370984e-02       9.962058151741e-01 
       1.798157831347e+01       2.040671865411e-01       3.335205289545e+03       1.060669408967e-02       1.055888584253e+04       5.562701724877e+02       2.004243185229e+05       7.141552744882e+02       3.571974552237e-07       1.864325078795e-05       9.321625393976e-05       3.815924191813e-08       2.470980869656e-07       1.125019595118e-04       6.784451879926e-02       9.962270519176e-01 
       1.784940259327e+01       2.062272325804e-01       3.347732383008e+03       1.049594111675e-02       1.054635874906e+04       5.595062600462e+02       1.987925619541e+05       7.152948281004e+02       3.473517037420e-07       1.825649697970e-05       9.128248489850e-05       3.815924191813e-08       2.402871023959e-07       1.101647799263e-04       6.831846174030e-02       9.962480339617e-01 
       1.771814724783e+01       2.084100713852e-01       3.360303510903e+03       1.038634673143e-02       1.053378762117e+04       5.627580273677e+02       1.971729877704e+05       7.164344974398e+02       3.377773385040e-07       1.787776633178e-05       8.938883165890e-05       3.815924191813e-08       2.336638543866e-07       1.078761984255e-04       6.879572558943e-02       9.962687607716e-01 
       1.758780586841e+01       2.106159430128e-01       3.372918825423e+03       1.027789879895e-02       1.052117230665e+04       5.660255105488e+02       1.955655083440e+05       7.175742816142e+02       3.284668790994e-07       1.750689240538e-05       8.753446202690e-05       3.815924191813e-08       2.272231682227e-07       1.056352037215e-04       6.927633356282e-02       9.962892317680e-01 
       1.745837209084e+01       2.128450900420e-01       3.385578479271e+03       1.017058531214e-02       1.050851265280e+04       5.693087451636e+02       1.939700366667e+05       7.187141797349e+02       3.194130513048e-07       1.714371221441e-05       8.571856107206e-05       3.815924191813e-08       2.209600118226e-07       1.034408055915e-04       6.976030903745e-02       9.963094463266e-01 
       1.732983959531e+01       2.150977576002e-01       3.398282625657e+03       1.006439439005e-02       1.049580850641e+04       5.726077662513e+02       1.923864863456e+05       7.198541909164e+02       3.106087814006e-07       1.678806615388e-05       8.394033076941e-05       3.815924191813e-08       2.148694918074e-07       1.012920344384e-04       7.024767555214e-02       9.963294037768e-01 
       1.720220210598e+01       2.173741933893e-01       3.411031418301e+03       9.959314276633e-03       1.048305971377e+04       5.759226083051e+02       1.908147715991e+05       7.209943142764e+02       3.020471906447e-07       1.643979792975e-05       8.219898964876e-05       3.815924191813e-08       2.089468496770e-07       9.918794086075e-05       7.073845680866e-02       9.963491034014e-01 
       1.707545339071e+01       2.196746477132e-01       3.423825011435e+03       9.855333339438e-03       1.047026612064e+04       5.792533052596e+02       1.892548072519e+05       7.221345489356e+02       2.937215898978e-07       1.609875449026e-05       8.049377245128e-05       3.815924191813e-08       2.031874580931e-07       9.712759523144e-05       7.123267667280e-02       9.963685444358e-01 
       1.694958726078e+01       2.219993735046e-01       3.436663559800e+03       9.752440068282e-03       1.045742757227e+04       5.825998904788e+02       1.877065087318e+05       7.232748940180e+02       2.856254743976e-07       1.576478595864e-05       7.882392979320e-05       3.815924191813e-08       1.975868172635e-07       9.511008728542e-05       7.173035917544e-02       9.963877260669e-01 
       1.682459757054e+01       2.243486263523e-01       3.449547218653e+03       9.650623073969e-03       1.044454391342e+04       5.859623967434e+02       1.861697920645e+05       7.244153486503e+02       2.777525186765e-07       1.543774556730e-05       7.718872783651e-05       3.815924191813e-08       1.921405514265e-07       9.313452571583e-05       7.223152851368e-02       9.964066474328e-01 
       1.670047821712e+01       2.267226645292e-01       3.462476143764e+03       9.549871087018e-03       1.043161498831e+04       5.893408562385e+02       1.846445738699e+05       7.255559119622e+02       2.700965716200e-07       1.511748959328e-05       7.558744796641e-05       3.815924191813e-08       1.868444054325e-07       9.120003777867e-05       7.273620905191e-02       9.964253076215e-01 
       1.657722314017e+01       2.291217490200e-01       3.475450491416e+03       9.450172956392e-03       1.041864064066e+04       5.927353005406e+02       1.831307713580e+05       7.266965830865e+02       2.626516516604e-07       1.480387729512e-05       7.401938647560e-05       3.815924191813e-08       1.816942414189e-07       8.930576890571e-05       7.324442532293e-02       9.964437056703e-01 
       1.645482632152e+01       2.315461435496e-01       3.488470418411e+03       9.351517648250e-03       1.040562071366e+04       5.961457606045e+02       1.816283023245e+05       7.278373611582e+02       2.554119421038e-07       1.449677085099e-05       7.248385425494e-05       3.815924191813e-08       1.766860355780e-07       8.745088232553e-05       7.375620202905e-02       9.964618405649e-01 
       1.633328178490e+01       2.339961146117e-01       3.501536082065e+03       9.253894244714e-03       1.039255505001e+04       5.995722667509e+02       1.801370851469e+05       7.289782453156e+02       2.483717865856e-07       1.419603529814e-05       7.098017649069e-05       3.815924191813e-08       1.718158750126e-07       8.563455869235e-05       7.427156404323e-02       9.964797112385e-01 
       1.621258359568e+01       2.364719314976e-01       3.514647640214e+03       9.157291942641e-03       1.037944349186e+04       6.030148486519e+02       1.786570387802e+05       7.301192346990e+02       2.415256846511e-07       1.390153847358e-05       6.950769236792e-05       3.815924191813e-08       1.670799546793e-07       8.385599572275e-05       7.479053641018e-02       9.964973165709e-01 
       1.609272586051e+01       2.389738663251e-01       3.527805251212e+03       9.061700052414e-03       1.036628588086e+04       6.064735353188e+02       1.771880827532e+05       7.312603284518e+02       2.348682874582e-07       1.361315095602e-05       6.806575478011e-05       3.815924191813e-08       1.624745744156e-07       8.211440783993e-05       7.531314434751e-02       9.965146553877e-01 
       1.597370272711e+01       2.415021940683e-01       3.541009073931e+03       8.967107996747e-03       1.035308205814e+04       6.099483550873e+02       1.757301371642e+05       7.324015257193e+02       2.283943935985e-07       1.333074600896e-05       6.665373004480e-05       3.815924191813e-08       1.579961360489e-07       8.040902582532e-05       7.583941324683e-02       9.965317264592e-01 
       1.585550838393e+01       2.440571925870e-01       3.554259267765e+03       8.873505309494e-03       1.033983186431e+04       6.134393356042e+02       1.742831226772e+05       7.335428256495e+02       2.220989450333e-07       1.305419952501e-05       6.527099762507e-05       3.815924191813e-08       1.536411405855e-07       7.873909647762e-05       7.636936867493e-02       9.965485284994e-01 
       1.573813705988e+01       2.466391426569e-01       3.567555992630e+03       8.780881634483e-03       1.032653513944e+04       6.169465038134e+02       1.728469605176e+05       7.346842273926e+02       2.159770231418e-07       1.278338997138e-05       6.391694985689e-05       3.815924191813e-08       1.494061854765e-07       7.710388227881e-05       7.690303637493e-02       9.965650601654e-01 
       1.562158302407e+01       2.492483280001e-01       3.580899408963e+03       8.689226724354e-03       1.031319172311e+04       6.204698859413e+02       1.714215724688e+05       7.358257301011e+02       2.100238448787e-07       1.251819833641e-05       6.259099168206e-05       3.815924191813e-08       1.452879619598e-07       7.550266106723e-05       7.744044226737e-02       9.965813200557e-01 
       1.550584058551e+01       2.518850353152e-01       3.594289677724e+03       8.598530439409e-03       1.029980145435e+04       6.240095074826e+02       1.700068808678e+05       7.369673329293e+02       2.042347590367e-07       1.225850807734e-05       6.129254038668e-05       3.815924191813e-08       1.412832524751e-07       7.393472571745e-05       7.798161245144e-02       9.965973067100e-01 
       1.539090409282e+01       2.545495543088e-01       3.607726960399e+03       8.508782746481e-03       1.028636417167e+04       6.275653931855e+02       1.686028086017e+05       7.381090350340e+02       1.986052426127e-07       1.200420506902e-05       6.002102534511e-05       3.815924191813e-08       1.373889281496e-07       7.239938382682e-05       7.852657320611e-02       9.966130186076e-01 
       1.527676793398e+01       2.572421777264e-01       3.621211418995e+03       8.419973717808e-03       1.027287971308e+04       6.311375670370e+02       1.672092791034e+05       7.392508355735e+02       1.931308972744e-07       1.175517755384e-05       5.877588776919e-05       3.815924191813e-08       1.336019463536e-07       7.089595740858e-05       7.907535099131e-02       9.966284541663e-01 
       1.516342653605e+01       2.599632013843e-01       3.634743216047e+03       8.332093529922e-03       1.025934791602e+04       6.347260522477e+02       1.658262163484e+05       7.403927337082e+02       1.878074459235e-07       1.151131609253e-05       5.755658046267e-05       3.815924191813e-08       1.299193483238e-07       6.942378259137e-05       7.962797244909e-02       9.966436117417e-01 
       1.505087436489e+01       2.627129242012e-01       3.648322514617e+03       8.245132462551e-03       1.024576861745e+04       6.383308712368e+02       1.644535448505e+05       7.415347286003e+02       1.826307293543e-07       1.127251351615e-05       5.636256758074e-05       3.815924191813e-08       1.263382568510e-07       6.798220932501e-05       8.018446440480e-02       9.966584896257e-01 
       1.493910592489e+01       2.654916482303e-01       3.661949478291e+03       8.159080897529e-03       1.023214165378e+04       6.419520456163e+02       1.630911896581e+05       7.426768194136e+02       1.775967030041e-07       1.103866487891e-05       5.519332439455e-05       3.815924191813e-08       1.228558740326e-07       6.657060109242e-05       8.074485386830e-02       9.966730860457e-01 
       1.482811575871e+01       2.682996786925e-01       3.675624271184e+03       8.073929317722e-03       1.021846686089e+04       6.455895961756e+02       1.617390763507e+05       7.438190053135e+02       1.727014337932e-07       1.080966741213e-05       5.404833706065e-05       3.815924191813e-08       1.194694790862e-07       6.518833462757e-05       8.130916803515e-02       9.966873991631e-01 
       1.471789844700e+01       2.711373240085e-01       3.689347057941e+03       7.989668305963e-03       1.020474407413e+04       6.492435428654e+02       1.603971310348e+05       7.449612854669e+02       1.679410970519e-07       1.058542047902e-05       5.292710239510e-05       3.815924191813e-08       1.161764262247e-07       6.383479963931e-05       8.187743428775e-02       9.967014270723e-01 
       1.460844860815e+01       2.740048958324e-01       3.703118003731e+03       7.906288543997e-03       1.019097312834e+04       6.529139047820e+02       1.590652803408e+05       7.461036590423e+02       1.633119735328e-07       1.036582553048e-05       5.182912765241e-05       3.815924191813e-08       1.129741425880e-07       6.250939854093e-05       8.244968019664e-02       9.967151677993e-01 
       1.449976089803e+01       2.769027090852e-01       3.716937274259e+03       7.823780811438e-03       1.017715385781e+04       6.566007001505e+02       1.577434514186e+05       7.472461252093e+02       1.588104465044e-07       1.015078606180e-05       5.075393030898e-05       3.815924191813e-08       1.098601262341e-07       6.121154618543e-05       8.302593352161e-02       9.967286193008e-01 
       1.439183000970e+01       2.798310819885e-01       3.730805035754e+03       7.742135984744e-03       1.016328609632e+04       6.603039463087e+02       1.564315719345e+05       7.483886831388e+02       1.544329989257e-07       9.940207570206e-06       4.970103785103e-05       3.815924191813e-08       1.068319441834e-07       5.994066960626e-05       8.360622221298e-02       9.967417794625e-01 
       1.428465067318e+01       2.827903360988e-01       3.744721454980e+03       7.661345036186e-03       1.014936967709e+04       6.640236596900e+02       1.551295700673e+05       7.495313320028e+02       1.501762106985e-07       9.733997513394e-06       4.866998756697e-05       3.815924191813e-08       1.038872305182e-07       5.869620776350e-05       8.419057441279e-02       9.967546460981e-01 
       1.417821765520e+01       2.857807963424e-01       3.758686699230e+03       7.581399032851e-03       1.013540443284e+04       6.677598558068e+02       1.538373745051e+05       7.506740709746e+02       1.460367559949e-07       9.532065268811e-06       4.766032634406e-05       3.815924191813e-08       1.010236845343e-07       5.747761129531e-05       8.477901845604e-02       9.967672169480e-01 
       1.407252575890e+01       2.888027910494e-01       3.772700936329e+03       7.502289135633e-03       1.012139019574e+04       6.715125492331e+02       1.525549144412e+05       7.518168992280e+02       1.420114006592e-07       9.334322093852e-06       4.667161046926e-05       3.815924191813e-08       9.823906894360e-08       5.628434227463e-05       8.537158287189e-02       9.967794896775e-01 
       1.396756982363e+01       2.918566519900e-01       3.786764334634e+03       7.424006598250e-03       1.010732679744e+04       6.752817535870e+02       1.512821195709e+05       7.529598159381e+02       1.380969996812e-07       9.140681086855e-06       4.570340543427e-05       3.815924191813e-08       9.553120812562e-08       5.511587397085e-05       8.596829638492e-02       9.967914618760e-01 
       1.386334472466e+01       2.949427144092e-01       3.800877063034e+03       7.346542766266e-03       1.009321406904e+04       6.790674815134e+02       1.500189200878e+05       7.541028202803e+02       1.342904947386e-07       8.951057148915e-06       4.475528574457e-05       3.815924191813e-08       9.289798642820e-08       5.397169061657e-05       8.656918791637e-02       9.968031310551e-01 
       1.375984537293e+01       2.980613170633e-01       3.815039290953e+03       7.269889076123e-03       1.007905184112e+04       6.828697446657e+02       1.487652466807e+05       7.552459114311e+02       1.305889118077e-07       8.765366946483e-06       4.382683473241e-05       3.815924191813e-08       9.033734651439e-08       5.285128717914e-05       8.717428658536e-02       9.968144946475e-01 
       1.365706671485e+01       3.012128022561e-01       3.829251188347e+03       7.194037054185e-03       1.006483994372e+04       6.866885536879e+02       1.475210305294e+05       7.563890885672e+02       1.269893588402e-07       8.583528874746e-06       4.291764437373e-05       3.815924191813e-08       8.784728775504e-08       5.175416913699e-05       8.778362171016e-02       9.968255500053e-01 
       1.355500373198e+01       3.043975158754e-01       3.843512925704e+03       7.118978315790e-03       1.005057820637e+04       6.905239181964e+02       1.462862033022e+05       7.575323508658e+02       1.234890235033e-07       8.405463021766e-06       4.202731510883e-05       3.815924191813e-08       8.542586466579e-08       5.067985226069e-05       8.839722280944e-02       9.968362943985e-01 
       1.345365144084e+01       3.076158074299e-01       3.857824674048e+03       7.044704564313e-03       1.003626645802e+04       6.943758467611e+02       1.450606971517e+05       7.586756975046e+02       1.200851709823e-07       8.231091133360e-06       4.115545566680e-05       3.815924191813e-08       8.307118538703e-08       4.962786239845e-05       8.901511960353e-02       9.968467250136e-01 
       1.335300489266e+01       3.108680300872e-01       3.872186604937e+03       6.971207590240e-03       1.002190452713e+04       6.982443468867e+02       1.438444447117e+05       7.598191276613e+02       1.167751418445e-07       8.060336578709e-06       4.030168289355e-05       3.815924191813e-08       8.078141020585e-08       4.859773526623e-05       8.963734201567e-02       9.968568389519e-01 
       1.325305917310e+01       3.141545407109e-01       3.886598890462e+03       6.898479270254e-03       1.000749224161e+04       7.021294249938e+02       1.426373790940e+05       7.609626405139e+02       1.135563499608e-07       7.893124316688e-06       3.946562158344e-05       3.815924191813e-08       7.855475011865e-08       4.758901624212e-05       9.026392017330e-02       9.968666332278e-01 
       1.315380940205e+01       3.174756998990e-01       3.901061703251e+03       6.826511566321e-03       9.993029428820e+03       7.060310863993e+02       1.414394338846e+05       7.621062352402e+02       1.104262804857e-07       7.729380862880e-06       3.864690431440e-05       3.815924191813e-08       7.638946543346e-08       4.660126016512e-05       9.089488440929e-02       9.968761047675e-01 
       1.305525073340e+01       3.208318720226e-01       3.915575216464e+03       6.755296524799e-03       9.978515915608e+03       7.099493352968e+02       1.402505431411e+05       7.632499110181e+02       1.073824878918e-07       7.569034257289e-06       3.784517128645e-05       3.815924191813e-08       7.428386441066e-08       4.563403113795e-05       9.153026526329e-02       9.968852504068e-01 
       1.295737835475e+01       3.242234252643e-01       3.930139603796e+03       6.684826275544e-03       9.963951528275e+03       7.138841747373e+02       1.390706413885e+05       7.643936670252e+02       1.044225940600e-07       7.412014032714e-06       3.706007016357e-05       3.815924191813e-08       7.223630194130e-08       4.468690233421e-05       9.217009348293e-02       9.968940668898e-01 
