# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:gr.fac. D             16:gr.fac. f          
       2.189775392464e+10       1.576291960961e-18       2.116607720382e-05       1.034568450162e+15       1.389409111091e+04       6.344984585216e-07       3.042493881670e+14       1.222023977392e-05       6.326701672516e+29       2.862354316134e+22       1.431177158067e+23       3.815924191813e-08       4.376615390783e+29       1.070331878071e+30       9.135705150221e-05       1.186728322365e-01 
       2.174553517834e+10       1.598437286128e-18       2.131423934770e-05       1.020235166880e+15       1.389409111076e+04       6.389399477257e-07       3.021344470340e+14       1.230578144818e-05       6.152611234056e+29       2.803076691859e+22       1.401538345930e+23       3.815924191813e-08       4.256185041481e+29       1.040879795738e+30       9.143267831696e-05       1.185746758599e-01 
       2.159437455640e+10       1.620893730956e-18       2.146343831555e-05       1.006100462061e+15       1.389409111061e+04       6.434125273542e-07       3.000342075771e+14       1.239192191409e-05       5.983311203351e+29       2.745026671281e+22       1.372513335640e+23       3.815924191813e-08       4.139068547232e+29       1.012238139760e+30       9.150830513274e-05       1.184766817369e-01 
       2.144426470342e+10       1.643665666365e-18       2.161368320230e-05       9.921615845292e+14       1.389409111046e+04       6.479164150399e-07       2.979485676000e+14       1.247866536321e-05       5.818669763820e+29       2.688178831470e+22       1.344089415735e+23       3.815924191813e-08       4.025174721427e+29       9.843846098154e+29       9.158393194956e-05       1.183788494656e-01 
       2.129519831517e+10       1.666757524681e-18       2.176497764594e-05       9.784158212218e+14       1.389409111031e+04       6.524518299394e-07       2.958774256169e+14       1.256601601642e-05       5.658558726050e+29       2.632508275991e+22       1.316254137996e+23       3.815924191813e-08       3.914414886617e+29       9.572975192172e+29       9.165955876744e-05       1.182811786454e-01 
       2.114716813815e+10       1.690173800501e-18       2.191733256041e-05       9.648604966653e+14       1.389409111015e+04       6.570189927431e-07       2.938206808471e+14       1.265397812413e-05       5.502853427986e+29       2.577990623999e+22       1.288995311999e+23       3.815924191813e-08       3.806702805471e+29       9.309557780252e+29       9.173518558638e-05       1.181836688772e-01 
       2.100016696932e+10       1.713919051567e-18       2.207075522165e-05       9.514929724525e+14       1.389409111000e+04       6.616181256863e-07       2.917782332108e+14       1.274255596654e-05       5.351432637871e+29       2.524601999560e+22       1.262300999780e+23       3.815924191813e-08       3.701954613632e+29       9.053388766265e+29       9.181081240639e-05       1.180863197631e-01 
       2.085418765568e+10       1.737997899651e-18       2.222524926765e-05       9.383106467299e+14       1.389409110985e+04       6.662494525601e-07       2.897499833237e+14       1.283175385378e-05       5.204178459856e+29       2.472319021198e+22       1.236159510599e+23       3.815924191813e-08       3.600088754419e+29       8.804268697667e+29       9.188643922747e-05       1.179891309065e-01 
       2.070922309397e+10       1.762415031458e-18       2.238082743133e-05       9.253109536910e+14       1.389409110969e+04       6.709131987218e-07       2.877358324924e+14       1.292157612616e-05       5.060976242206e+29       2.421118791652e+22       1.210559395826e+23       3.815924191813e-08       3.501025915328e+29       8.562003610205e+29       9.196206604964e-05       1.178921019121e-01 
       2.056526623031e+10       1.787175199535e-18       2.253749153169e-05       9.124913630768e+14       1.389409110953e+04       6.756095911067e-07       2.857356827096e+14       1.301202715439e-05       4.921714488031e+29       2.370978887850e+22       1.185489443925e+23       3.815924191813e-08       3.404688966279e+29       8.326404876897e+29       9.203769287291e-05       1.177952323860e-01 
       2.042231005984e+10       1.812283223198e-18       2.269525430165e-05       8.998493796835e+14       1.389409110938e+04       6.803388582381e-07       2.837494366492e+14       1.310311133975e-05       4.786284768476e+29       2.321877351088e+22       1.160938675544e+23       3.815924191813e-08       3.311002899565e+29       8.097289061167e+29       9.211331969727e-05       1.176985219354e-01 
       2.028034762640e+10       1.837743989471e-18       2.285412119818e-05       8.873825428767e+14       1.389409110922e+04       6.851012302394e-07       2.817769976618e+14       1.319483311435e-05       4.654581638300e+29       2.273792677413e+22       1.136896338706e+23       3.815924191813e-08       3.219894771447e+29       7.874477774023e+29       9.218894652275e-05       1.176019701689e-01 
       2.013937202220e+10       1.863562454033e-18       2.301409949723e-05       8.750884261126e+14       1.389409110906e+04       6.898969388446e-07       2.798182697695e+14       1.328719694129e-05       4.526502553775e+29       2.226703808207e+22       1.113351904104e+23       3.815924191813e-08       3.131293645365e+29       7.657797535162e+29       9.226457334935e-05       1.175055766965e-01 
       1.999937638744e+10       1.889743642189e-18       2.317519829376e-05       8.629646364655e+14       1.389409110890e+04       6.947262174099e-07       2.778731576621e+14       1.338020731496e-05       4.401947792844e+29       2.180590120962e+22       1.090295060481e+23       3.815924191813e-08       3.045130536702e+29       7.447079637901e+29       9.234020017708e-05       1.174093411293e-01 
       1.986035391002e+10       1.916292649840e-18       2.333742486371e-05       8.510088141623e+14       1.389409110873e+04       6.995893009251e-07       2.759415666914e+14       1.347386876118e-05       4.280820377482e+29       2.135431420251e+22       1.067715710126e+23       3.815924191813e-08       2.961338359078e+29       7.242160017819e+29       9.241582700594e-05       1.173132630798e-01 
       1.972229782519e+10       1.943214644484e-18       2.350078830204e-05       8.392186321229e+14       1.389409110857e+04       7.044864260248e-07       2.740234028675e+14       1.356818583745e-05       4.163025998186e+29       2.091207928881e+22       1.045603964441e+23       3.815924191813e-08       2.879851872112e+29       7.042879125022e+29       9.249145383596e-05       1.172173421616e-01 
       1.958520141524e+10       1.970514866214e-18       2.366529224673e-05       8.275917955075e+14       1.389409110841e+04       7.094178310001e-07       2.721185728537e+14       1.366316313318e-05       4.048472940544e+29       2.047900279233e+22       1.023950139616e+23       3.815924191813e-08       2.800607630628e+29       6.849081799913e+29       9.256708066713e-05       1.171215779898e-01 
       1.944905800912e+10       1.998198628742e-18       2.383094943070e-05       8.161260412697e+14       1.389409110824e+04       7.143837558102e-07       2.702269839621e+14       1.375880526991e-05       3.937072013834e+29       2.005489504779e+22       1.002744752390e+23       3.815924191813e-08       2.723543935258e+29       6.660617152386e+29       9.264270749946e-05       1.170259701806e-01 
       1.931386098220e+10       2.026271320431e-18       2.399776712991e-05       8.048191377164e+14       1.389409110807e+04       7.193844420938e-07       2.683485441492e+14       1.385511690152e-05       3.828736481571e+29       1.963957031778e+22       9.819785158888e+22       3.815924191813e-08       2.648600784401e+29       6.477338444345e+29       9.271833433297e-05       1.169305183514e-01 
       1.917960375586e+10       2.054738405349e-18       2.416575080133e-05       7.936688840729e+14       1.389409110791e+04       7.244201331813e-07       2.664831620113e+14       1.395210271448e-05       3.723381993979e+29       1.923284671137e+22       9.616423355687e+22       3.815924191813e-08       2.575719827506e+29       6.299102975456e+29       9.279396116766e-05       1.168352221210e-01 
       1.904627979723e+10       2.083605424324e-18       2.433491135889e-05       7.826731100551e+14       1.389409110774e+04       7.294910741063e-07       2.646307467800e+14       1.404976742806e-05       3.620926522318e+29       1.883454610452e+22       9.417273052262e+22       3.815924191813e-08       2.504844319642e+29       6.125771972033e+29       9.286958800354e-05       1.167400811093e-01 
       1.891388261884e+10       2.112877996031e-18       2.450525607856e-05       7.718296754466e+14       1.389409110757e+04       7.345975116177e-07       2.627912083179e+14       1.414811579455e-05       3.521290295014e+29       1.844449406201e+22       9.222247031003e+22       3.815924191813e-08       2.435919077317e+29       5.957210479000e+29       9.294521484063e-05       1.166450949377e-01 
       1.878240577835e+10       2.142561818078e-18       2.467679223628e-05       7.611364696824e+14       1.389409110739e+04       7.397396941915e-07       2.609644571143e+14       1.424715259953e-05       3.424395735548e+29       1.806251976105e+22       9.031259880525e+22       3.815924191813e-08       2.368890435507e+29       5.793287254806e+29       9.302084167892e-05       1.165502632284e-01 
       1.865184287815e+10       2.172662668122e-18       2.484953074600e-05       7.505914114380e+14       1.389409110722e+04       7.449178720433e-07       2.591504042805e+14       1.434688266207e-05       3.330167402057e+29       1.768845591652e+22       8.844227958260e+22       3.815924191813e-08       2.303706205880e+29       5.633874669245e+29       9.309646851844e-05       1.164555856053e-01 
       1.852218756514e+10       2.203186404988e-18       2.502347706468e-05       7.401924482243e+14       1.389409110705e+04       7.501322971399e-07       2.573489615458e+14       1.444731083497e-05       3.238531928597e+29       1.732213870765e+22       8.661069353827e+22       3.815924191813e-08       2.240315636158e+29       5.478848604083e+29       9.317209535919e-05       1.163610616932e-01 
       1.839343353038e+10       2.234138969813e-18       2.519864028727e-05       7.299375559883e+14       1.389409110687e+04       7.553832232121e-07       2.555600412532e+14       1.454844200500e-05       3.149417968017e+29       1.696340770632e+22       8.481703853160e+22       3.815924191813e-08       2.178669370600e+29       5.328088356421e+29       9.324772220118e-05       1.162666911181e-01 
       1.826557450877e+10       2.265526387201e-18       2.537503132771e-05       7.198247387187e+14       1.389409110670e+04       7.606709057667e-07       2.537835563549e+14       1.465028109313e-05       3.062756136409e+29       1.661210580675e+22       8.306052903377e+22       3.815924191813e-08       2.118719411578e+29       5.181476544714e+29       9.332334904442e-05       1.161724735075e-01 
       1.813860427877e+10       2.297354766394e-18       2.555265746196e-05       7.098520280577e+14       1.389409110652e+04       7.659956020991e-07       2.520194204082e+14       1.475283305480e-05       2.978478959088e+29       1.626807915676e+22       8.134039578379e+22       3.815924191813e-08       2.060419082204e+29       5.038899017377e+29       9.339897588892e-05       1.160784084898e-01 
       1.801251666208e+10       2.329630302465e-18       2.573152596597e-05       7.000174829181e+14       1.389409110634e+04       7.713575713057e-07       2.502675475714e+14       1.485610288012e-05       2.896520818053e+29       1.593117709032e+22       7.965588545160e+22       3.815924191813e-08       2.003722989987e+29       4.900244763911e+29       9.347460273468e-05       1.159844956949e-01 
       1.788730552337e+10       2.362359277520e-18       2.591164593468e-05       6.903191891050e+14       1.389409110616e+04       7.767570742966e-07       2.485278525993e+14       1.496009559413e-05       2.816817900900e+29       1.560125206163e+22       7.800626030815e+22       3.815924191813e-08       1.948586991491e+29       4.765405828466e+29       9.355022958173e-05       1.158907347536e-01 
       1.776296476993e+10       2.395548061924e-18       2.609302828205e-05       6.807552589434e+14       1.389409110598e+04       7.821943738083e-07       2.468002508396e+14       1.506481625705e-05       2.739308151137e+29       1.527815958046e+22       7.639079790230e+22       3.815924191813e-08       1.894968157965e+29       4.634277225791e+29       9.362585643007e-05       1.157971252980e-01 
       1.763948835142e+10       2.429203115536e-18       2.627567846503e-05       6.713238309110e+14       1.389409110580e+04       7.876697344165e-07       2.450846582282e+14       1.517026996453e-05       2.663931219866e+29       1.496175814889e+22       7.480879074446e+22       3.815924191813e-08       1.842824741919e+29       4.506756859490e+29       9.370148327971e-05       1.157036669615e-01 
       1.751687025956e+10       2.463330988973e-18       2.645960921654e-05       6.620230692755e+14       1.389409110561e+04       7.931834225489e-07       2.433809912853e+14       1.527646184786e-05       2.590628418796e+29       1.465190919934e+22       7.325954599670e+22       3.815924191813e-08       1.792116144619e+29       4.382745442529e+29       9.377711013065e-05       1.156103593786e-01 
       1.739510452781e+10       2.497938324881e-18       2.664482599357e-05       6.528511637377e+14       1.389409110543e+04       7.987357064980e-07       2.416891671117e+14       1.538339707429e-05       2.519342674550e+29       1.434847703387e+22       7.174238516935e+22       3.815924191813e-08       1.742802884478e+29       4.262146419937e+29       9.385273698292e-05       1.155172021850e-01 
       1.727418523114e+10       2.533031859225e-18       2.683133971004e-05       6.438063290788e+14       1.389409110524e+04       8.043268564347e-07       2.400091033842e+14       1.549108084722e-05       2.450018484225e+29       1.405132876477e+22       7.025664382385e+22       3.815924191813e-08       1.694846566315e+29       4.144865893619e+29       9.392836383652e-05       1.154241950175e-01 
       1.715410648569e+10       2.568618422609e-18       2.701915946091e-05       6.348868048131e+14       1.389409110505e+04       8.099571444208e-07       2.383407183519e+14       1.559951840646e-05       2.382601872179e+29       1.376033425635e+22       6.880167128176e+22       3.815924191813e-08       1.648209851459e+29       4.030812549258e+29       9.400399069146e-05       1.153313375141e-01 
       1.703486244850e+10       2.604704941597e-18       2.720829252212e-05       6.260908548454e+14       1.389409110486e+04       8.156268444226e-07       2.366839308322e+14       1.570871502852e-05       2.317040348006e+29       1.347536606796e+22       6.737683033980e+22       3.815924191813e-08       1.602856428682e+29       3.919897585210e+29       9.407961754775e-05       1.152386293140e-01 
       1.691644731723e+10       2.641298440063e-18       2.739875162661e-05       6.174167671328e+14       1.389409110467e+04       8.213362323244e-07       2.350386602069e+14       1.581867602685e-05       2.253282865667e+29       1.319629939816e+22       6.598149699078e+22       3.815924191813e-08       1.558750985922e+29       3.812034643367e+29       9.415524440540e-05       1.151460700576e-01 
       1.679885532988e+10       2.678406040563e-18       2.759054223134e-05       6.088628533518e+14       1.389409110448e+04       8.270855859413e-07       2.334048264182e+14       1.592940675206e-05       2.191279783746e+29       1.292301203006e+22       6.461506015031e+22       3.815924191813e-08       1.515859182790e+29       3.707139741916e+29       9.423087126442e-05       1.150536593864e-01 
       1.668208076447e+10       2.716034965715e-18       2.778367525025e-05       6.004274485694e+14       1.389409110429e+04       8.328751850335e-07       2.317823499646e+14       1.604091259225e-05       2.130982826797e+29       1.265538427784e+22       6.327692138922e+22       3.815924191813e-08       1.474147623836e+29       3.605131209956e+29       9.430649812483e-05       1.149613969430e-01 
       1.656611793885e+10       2.754192539609e-18       2.797816159728e-05       5.921089109195e+14       1.389409110409e+04       8.387053113191e-07       2.301711518975e+14       1.615319897323e-05       2.072345047761e+29       1.239329893428e+22       6.196649467141e+22       3.815924191813e-08       1.433583832543e+29       3.505929623902e+29       9.438212498664e-05       1.148692823712e-01 
       1.645096121033e+10       2.792886189230e-18       2.817400854838e-05       5.839056212826e+14       1.389409110390e+04       8.445762484886e-07       2.285711538169e+14       1.626627135877e-05       2.015320791409e+29       1.213664121945e+22       6.068320609725e+22       3.815924191813e-08       1.394136226047e+29       3.409457745654e+29       9.445775184984e-05       1.147773153160e-01 
       1.633660497545e+10       2.832123445906e-18       2.837122701749e-05       5.758159829713e+14       1.389409110370e+04       8.504882822182e-07       2.269822778680e+14       1.638013525090e-05       1.959865658796e+29       1.188529873044e+22       5.942649365222e+22       3.815924191813e-08       1.355774090537e+29       3.315640462452e+29       9.453337871447e-05       1.146854954235e-01 
       1.622304366971e+10       2.871911946771e-18       2.856982609956e-05       5.678384214192e+14       1.389409110350e+04       8.564417001837e-07       2.254044467370e+14       1.649479619018e-05       1.905936472696e+29       1.163916139216e+22       5.819580696080e+22       3.815924191813e-08       1.318467557352e+29       3.224404728398e+29       9.460900558052e-05       1.145938223408e-01 
       1.611027176729e+10       2.912259436255e-18       2.876981488953e-05       5.599713838746e+14       1.389409110330e+04       8.624367920749e-07       2.238375836476e+14       1.661025975593e-05       1.853491243979e+29       1.139812140907e+22       5.699060704537e+22       3.815924191813e-08       1.282187579718e+29       3.135679507584e+29       9.468463244801e-05       1.145022957163e-01 
       1.599828378078e+10       2.953173767588e-18       2.897120248235e-05       5.522133390981e+14       1.389409110310e+04       8.684738496091e-07       2.222816123573e+14       1.672653156653e-05       1.802489138920e+29       1.116207321805e+22       5.581036609025e+22       3.815924191813e-08       1.246905910134e+29       3.049395718778e+29       9.476025931695e-05       1.144109151995e-01 
       1.588707426090e+10       2.994662904330e-18       2.917400161095e-05       5.445627770646e+14       1.389409110290e+04       8.745531665459e-07       2.207364571534e+14       1.684361727970e-05       1.752890447407e+29       1.093091344210e+22       5.465456721049e+22       3.815924191813e-08       1.212595078381e+29       2.965486181643e+29       9.483588618736e-05       1.143196804410e-01 
       1.577663779628e+10       3.036734921922e-18       2.937821955129e-05       5.370182086696e+14       1.389409110269e+04       8.806750387012e-07       2.192020428496e+14       1.696152259275e-05       1.704656552024e+29       1.070454084510e+22       5.352270422550e+22       3.815924191813e-08       1.179228370131e+29       2.883885564427e+29       9.491151305923e-05       1.142285910924e-01 
       1.566696901314e+10       3.079398009257e-18       2.958386721730e-05       5.295781654391e+14       1.389409110249e+04       8.868397639614e-07       2.176782947823e+14       1.708025324288e-05       1.657749897979e+29       1.048285628748e+22       5.241428143741e+22       3.815924191813e-08       1.146779806148e+29       2.804530333098e+29       9.498713993259e-05       1.141376468065e-01 
       1.555806257506e+10       3.122660470272e-18       2.979095370392e-05       5.222411992437e+14       1.389409110228e+04       8.930476422982e-07       2.161651388068e+14       1.719981500745e-05       1.612133963868e+29       1.026576268279e+22       5.132881341393e+22       3.815924191813e-08       1.115224122061e+29       2.727358701875e+29       9.506276680745e-05       1.140468472373e-01 
       1.544991318273e+10       3.166530725568e-18       2.999948992510e-05       5.150058820171e+14       1.389409110207e+04       8.992989757833e-07       2.146625012939e+14       1.732021370426e-05       1.567773233240e+29       1.005316495516e+22       5.026582477580e+22       3.815924191813e-08       1.084536748692e+29       2.652310585123e+29       9.513839368381e-05       1.139561920398e-01 
       1.534251557367e+10       3.211017314045e-18       3.020948679477e-05       5.078708054781e+14       1.389409110186e+04       9.055940686026e-07       2.131703091262e+14       1.744145519182e-05       1.524633166940e+29       9.844969997710e+21       4.922484998855e+22       3.815924191813e-08       1.054693792931e+29       2.579327550569e+29       9.521402056169e-05       1.138656808700e-01 
       1.523586452196e+10       3.256128894568e-18       3.042095340788e-05       5.008345808559e+14       1.389409110165e+04       9.119332270715e-07       2.116884896945e+14       1.756354536969e-05       1.482680176220e+29       9.641086631734e+21       4.820543315867e+22       3.815924191813e-08       1.025672019125e+29       2.508352773811e+29       9.528964744110e-05       1.137753133853e-01 
       1.512995483805e+10       3.301874247650e-18       3.063390067837e-05       4.938958386205e+14       1.389409110144e+04       9.183167596495e-07       2.102169708944e+14       1.768649017868e-05       1.441881596586e+29       9.441425566783e+21       4.720712783391e+22       3.815924191813e-08       9.974488309951e+28       2.439330994067e+29       9.536527432206e-05       1.136850892438e-01 
       1.502478136842e+10       3.348262277159e-18       3.084833770117e-05       4.870532282160e+14       1.389409110122e+04       9.247449769553e-07       2.087556811227e+14       1.781029560121e-05       1.402205662366e+29       9.245899361560e+21       4.622949680780e+22       3.815924191813e-08       9.700022540361e+28       2.372208471156e+29       9.544090120457e-05       1.135950081050e-01 
       1.492033899540e+10       3.395302012058e-18       3.106427539024e-05       4.803054177972e+14       1.389409110101e+04       9.312181917822e-07       2.073045492739e+14       1.793496766158e-05       1.363621481976e+29       9.054422385626e+21       4.527211192813e+22       3.815924191813e-08       9.433109184120e+28       2.306932943654e+29       9.551652808865e-05       1.135050696294e-01 
       1.481662263689e+10       3.443002608153e-18       3.128172465949e-05       4.736510939712e+14       1.389409110079e+04       9.377367191127e-07       2.058635047369e+14       1.806051242624e-05       1.326099013870e+29       8.866910781893e+21       4.433455390946e+22       3.815924191813e-08       9.173540423156e+28       2.243453588201e+29       9.559215497431e-05       1.134152734784e-01 
       1.471362724612e+10       3.491373349883e-18       3.150069824187e-05       4.670889615409e+14       1.389409110057e+04       9.443008761343e-07       2.044324773913e+14       1.818693600414e-05       1.289609043148e+29       8.683282429905e+21       4.341641214953e+22       3.815924191813e-08       8.921114157879e+28       2.181720979933e+29       9.566778186157e-05       1.133256193146e-01 
       1.461134781139e+10       3.540423652124e-18       3.172120159434e-05       4.606177432536e+14       1.389409110035e+04       9.509109822549e-07       2.030113976043e+14       1.831424454695e-05       1.254123158810e+29       8.503456909871e+21       4.251728454935e+22       3.815924191813e-08       8.675633849829e+28       2.121687054000e+29       9.574340875042e-05       1.132361068018e-01 
       1.450977935585e+10       3.590163062019e-18       3.194325108780e-05       4.542361795520e+14       1.389409110013e+04       9.575673591182e-07       2.016001962268e+14       1.844244424943e-05       1.219613731634e+29       8.327355467443e+21       4.163677733722e+22       3.815924191813e-08       8.436908368649e+28       2.063305068140e+29       9.581903564090e-05       1.131467356046e-01 
       1.440891693724e+10       3.640601260842e-18       3.216685399821e-05       4.479430283293e+14       1.389409109990e+04       9.642703306194e-07       2.001988045909e+14       1.857154134969e-05       1.186053892667e+29       8.154900979231e+21       4.077450489615e+22       3.815924191813e-08       8.204751843277e+28       2.006529566289e+29       9.589466253300e-05       1.130575053889e-01 
       1.430875564766e+10       3.691748065877e-18       3.239202123950e-05       4.417370646872e+14       1.389409109968e+04       9.710202229209e-07       1.988071545055e+14       1.870154212953e-05       1.153417512302e+29       7.986017919020e+21       3.993008959510e+22       3.815924191813e-08       7.978983517220e+28       1.951316343185e+29       9.597028942675e-05       1.129684158214e-01 
       1.420929061331e+10       3.743613432331e-18       3.261876554461e-05       4.356170806975e+14       1.389409109945e+04       9.778173644683e-07       1.974251782539e+14       1.883245291469e-05       1.121679179934e+29       7.820632324702e+21       3.910316162351e+22       3.815924191813e-08       7.759427607824e+28       1.897622409954e+29       9.604591632215e-05       1.128794665702e-01 
       1.411051699430e+10       3.796207455275e-18       3.284709782747e-05       4.295818851672e+14       1.389409109922e+04       9.846620860063e-07       1.960528085899e+14       1.896428007521e-05       1.090814184177e+29       7.658671765874e+21       3.829335882937e+22       3.815924191813e-08       7.545913169405e+28       1.845405960638e+29       9.612154321922e-05       1.127906573041e-01 
       1.401242998436e+10       3.849540371601e-18       3.307702718303e-05       4.236303034064e+14       1.389409109899e+04       9.915547205950e-07       1.946899787349e+14       1.909703002571e-05       1.060798493623e+29       7.500065312126e+21       3.750032656063e+22       3.815924191813e-08       7.338273960154e+28       1.794626339642e+29       9.619717011797e-05       1.127019876931e-01 
       1.391502481064e+10       3.903622562021e-18       3.330856634420e-05       4.177611769999e+14       1.389409109876e+04       9.984956036255e-07       1.933366223745e+14       1.923070922572e-05       1.031608738129e+29       7.344743501974e+21       3.672371750987e+22       3.815924191813e-08       7.136348312701e+28       1.745244010084e+29       9.627279701842e-05       1.126134574082e-01 
       1.381829673346e+10       3.958464553087e-18       3.354172622494e-05       4.119733635816e+14       1.389409109853e+04       1.005485072837e-06       1.919926736550e+14       1.936532418000e-05       1.003222190625e+29       7.192638312438e+21       3.596319156219e+22       3.815924191813e-08       6.939979008240e+28       1.697220523008e+29       9.634842392058e-05       1.125250661216e-01 
       1.372224104608e+10       4.014077019237e-18       3.377651773917e-05       4.062657366120e+14       1.389409109829e+04       1.012523468333e-06       1.906580671809e+14       1.950088143880e-05       9.756167494162e+28       7.043683129254e+21       3.521841564627e+22       3.815924191813e-08       6.749013154121e+28       1.650518487449e+29       9.642405082445e-05       1.124368135062e-01 
       1.362685307451e+10       4.070470784873e-18       3.401295361982e-05       4.006371851593e+14       1.389409109806e+04       1.019611132597e-06       1.893327380110e+14       1.963738759828e-05       9.487709209743e+28       6.897812717697e+21       3.448906358849e+22       3.815924191813e-08       6.563302064806e+28       1.605101541324e+29       9.649967773006e-05       1.123486992363e-01 
       1.353212817722e+10       4.127656826472e-18       3.425104478083e-05       3.950866136827e+14       1.389409109782e+04       1.026748410511e-06       1.880166216556e+14       1.977484930072e-05       9.226638032045e+28       6.754963194016e+21       3.377481597008e+22       3.815924191813e-08       6.382701146105e+28       1.560934323113e+29       9.657530463742e-05       1.122607229869e-01 
       1.343806174496e+10       4.185646274718e-18       3.449080213613e-05       3.896129418196e+14       1.389409109758e+04       1.033935649370e-06       1.867096540732e+14       1.991327323492e-05       8.972750691700e+28       6.615071997452e+21       3.307535998726e+22       3.815924191813e-08       6.207069782593e+28       1.517982444334e+29       9.665093154654e-05       1.121728844341e-01 
       1.334464920050e+10       4.244450416669e-18       3.473223659967e-05       3.842151041752e+14       1.389409109734e+04       1.041173198901e-06       1.854117716677e+14       2.005266613652e-05       8.725849512658e+28       6.478077862843e+21       3.239038931421e+22       3.815924191813e-08       6.036271228128e+28       1.476212462763e+29       9.672655845744e-05       1.120851832552e-01 
       1.325188599847e+10       4.304080697956e-18       3.497536272334e-05       3.788920501147e+14       1.389409109710e+04       1.048461411278e-06       1.841229112849e+14       2.019303478826e-05       8.485742258278e+28       6.343920793790e+21       3.171960396895e+22       3.815924191813e-08       5.870172499382e+28       1.435591856401e+29       9.680218537013e-05       1.119976191284e-01 
       1.315976762504e+10       4.364548725010e-18       3.522018960211e-05       3.736427435596e+14       1.389409109685e+04       1.055800641142e-06       1.828430102096e+14       2.033438602042e-05       8.252241981650e+28       6.212542036383e+21       3.106271018191e+22       3.815924191813e-08       5.708644272300e+28       1.396088998148e+29       9.687781228462e-05       1.119101917327e-01 
       1.306828959781e+10       4.425866267319e-18       3.546673178789e-05       3.684661627854e+14       1.389409109660e+04       1.063191245614e-06       1.815720061626e+14       2.047672671103e-05       8.025166880042e+28       6.083884053471e+21       3.041942026736e+22       3.815924191813e-08       5.551560781406e+28       1.357673131178e+29       9.695343920093e-05       1.118229007485e-01 
       1.297744746550e+10       4.488045259722e-18       3.571499837562e-05       3.633613002229e+14       1.389409109636e+04       1.070633584318e-06       1.803098372977e+14       2.062006378633e-05       7.804340153345e+28       5.957890499463e+21       2.978945249732e+22       3.815924191813e-08       5.398799721886e+28       1.320314344997e+29       9.702906611907e-05       1.117357458568e-01 
       1.288723680779e+10       4.551097804731e-18       3.596500391723e-05       3.583271622622e+14       1.389409109611e+04       1.078128019392e-06       1.790564421985e+14       2.076440422098e-05       7.589589866422e+28       5.834506195649e+21       2.917253097825e+22       3.815924191813e-08       5.250242154362e+28       1.283983552149e+29       9.710469303905e-05       1.116487267398e-01 
       1.279765323510e+10       4.615036174884e-18       3.621675932663e-05       3.533627690592e+14       1.389409109585e+04       1.085674915512e-06       1.778117598755e+14       2.090975503851e-05       7.380748815234e+28       5.713677106039e+21       2.856838553019e+22       3.815924191813e-08       5.105772412280e+28       1.248652465572e+29       9.718031996090e-05       1.115618430808e-01 
       1.270869238833e+10       4.679872815138e-18       3.647027551779e-05       3.484671543450e+14       1.389409109560e+04       1.093274639904e-06       1.765757297633e+14       2.105612331159e-05       7.177654396661e+28       5.595350313692e+21       2.797675156846e+22       3.815924191813e-08       4.965278011861e+28       1.214293576573e+29       9.725594688462e-05       1.114750945639e-01 
       1.262034993871e+10       4.745620345289e-18       3.672556704259e-05       3.436393652377e+14       1.389409109535e+04       1.100927562367e-06       1.753482917175e+14       2.120351616242e-05       6.980148481895e+28       5.479473997550e+21       2.739736998775e+22       3.815924191813e-08       4.828649564515e+28       1.180880133409e+29       9.733157381024e-05       1.113884808742e-01 
       1.253262158755e+10       4.812291562426e-18       3.698264663399e-05       3.388784620568e+14       1.389409109509e+04       1.108634055287e-06       1.741293860115e+14       2.135194076302e-05       6.788077293323e+28       5.365997409734e+21       2.682998704867e+22       3.815924191813e-08       4.695780691674e+28       1.148386120460e+29       9.740720073775e-05       1.113020016978e-01 
       1.244550306603e+10       4.879899443428e-18       3.724152520590e-05       3.341835181406e+14       1.389409109483e+04       1.116394493657e-06       1.729189533344e+14       2.150140433566e-05       6.601291284797e+28       5.254870853323e+21       2.627435426661e+22       3.815924191813e-08       4.566567941964e+28       1.116786237968e+29       9.748282766719e-05       1.112156567219e-01 
       1.235899013504e+10       4.948457147483e-18       3.750221549126e-05       3.295536196658e+14       1.389409109457e+04       1.124209255095e-06       1.717169347870e+14       2.165191415312e-05       6.419645025197e+28       5.146045660591e+21       2.573022830295e+22       3.815924191813e-08       4.440910710662e+28       1.086055882349e+29       9.755845459856e-05       1.111294456344e-01 
       1.227307858490e+10       5.017978018654e-18       3.776473204198e-05       3.249878654695e+14       1.389409109431e+04       1.132078719864e-06       1.705232718800e+14       2.180347753913e-05       6.242997085198e+28       5.039474171689e+21       2.519737085844e+22       3.815924191813e-08       4.318711161360e+28       1.056171127024e+29       9.763408153188e-05       1.110433681244e-01 
