# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.02968e-05 to 1.74227 h/Mpc,
# number of wavenumbers equal to 571
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_tot                  8:phi                    9:psi                   10:t_g                   11:t_b                   12:t_cdm                 13:t_ur                  14:t_ncdm[0]             15:t_tot              
       3.617439492778e-04      -2.963066776783e+00      -2.808286188676e+00      -2.808325954610e+00      -2.945230407308e+00      -2.805445381325e+00      -2.808343288975e+00       4.671798472138e-01       4.671392278883e-01       3.545062370719e-06       1.458499717605e-04       1.458526044725e-04       2.000114173317e-06       1.457326256916e-04       1.458050454017e-04 
       3.863439563442e-04      -2.993975641202e+00      -2.978529312945e+00      -2.978580330801e+00      -2.972527987097e+00      -2.974822782988e+00      -2.978557586152e+00       4.670655865908e-01       4.670320032345e-01      -7.794041369101e-06       1.663264481485e-04       1.663297971434e-04      -9.411468584724e-06       1.661741779909e-04       1.662715735891e-04 
       4.124278213169e-04      -3.013567903674e+00      -3.171193508743e+00      -3.171258728286e+00      -2.988120124170e+00      -3.166371357832e+00      -3.171186023538e+00       4.669389465624e-01       4.669123894358e-01      -2.154100766418e-05       1.894991390106e-04       1.895033799807e-04      -2.312657179241e-05       1.893018985256e-04       1.894327632764e-04 
       4.401402697669e-04      -3.019603799423e+00      -3.389574311711e+00      -3.389657421095e+00      -2.989853818520e+00      -3.383313779375e+00      -3.389523083258e+00       4.667986267086e-01       4.667789482044e-01      -3.753629742481e-05       2.157642117890e-04       2.157695597780e-04      -3.893036903676e-05       2.155090230188e-04       2.156847302361e-04 
       4.696366749954e-04      -3.010162597603e+00      -3.637485246916e+00      -3.637590846013e+00      -2.975963821718e+00      -3.629368832803e+00      -3.637381241824e+00       4.666432096939e-01       4.666300980078e-01      -5.535426840686e-05       2.455800710417e-04       2.455867880096e-04      -5.632849718246e-05       2.452501413960e-04       2.454858976929e-04 
       5.010826149538e-04      -2.983997096989e+00      -3.919327073352e+00      -3.919460879370e+00      -2.945446775746e+00      -3.908814053766e+00      -3.919160283935e+00       4.664711566341e-01       4.664641128721e-01      -7.422839788826e-05       2.794756693986e-04       2.794840726284e-04      -7.447482481253e-05       2.790492400018e-04       2.793653282336e-04 
       5.346529105223e-04      -2.940979854176e+00      -4.240159462813e+00      -4.240328550439e+00      -2.898524094901e+00      -4.226548919218e+00      -4.239919065935e+00       4.662808016862e-01       4.662791252808e-01      -9.299870558479e-05       3.180591070756e-04       3.180695782235e-04      -9.212633576940e-05       3.175079577152e-04       3.179313359395e-04 
       5.705300185709e-04      -2.882597854930e+00      -4.605771898030e+00      -4.605984971505e+00      -2.837143132344e+00      -4.588154951448e+00      -4.605446497580e+00       4.660703476720e-01       4.660731365589e-01      -1.101165859373e-04       3.620261362918e-04       3.620391307278e-04      -1.076629680689e-04       3.613136496536e-04       3.618799832226e-04 
       6.089016599121e-04      -2.812396215604e+00      -5.022749302840e+00      -5.023016994721e+00      -2.765406265908e+00      -4.999947778616e+00      -5.022327226560e+00       4.658378557898e-01       4.658440288940e-01      -1.237562364900e-04       4.121680276865e-04       4.121840836109e-04      -1.192241889722e-04       4.112467010784e-04       4.120029031254e-04 
       6.499575887004e-04      -2.736198225276e+00      -5.498526427195e+00      -5.498861610654e+00      -2.689740998604e+00      -5.469014735462e+00      -5.497995998212e+00       4.655812338049e-01       4.655895831415e-01      -1.320878102488e-04       4.693780847421e-04       4.693978314007e-04      -1.250185968051e-04       4.681863538833e-04       4.691937149730e-04 
       6.938854623560e-04      -2.661859139969e+00      -6.041423749395e+00      -6.041841842547e+00      -2.618554093087e+00      -6.003230391615e+00      -6.040773385504e+00       4.652982209090e-01       4.653074978712e-01      -1.337503639116e-04       5.346559349652e-04       5.346800991744e-04      -1.238418086504e-04       5.331141625881e-04       5.344521501383e-04 
       7.408658535478e-04      -2.598290092341e+00      -6.660656676565e+00      -6.661175909161e+00      -2.561098779992e+00      -6.611241618283e+00      -6.659874599740e+00       4.649863738324e-01       4.649954078425e-01      -1.285021442912e-04       6.091086144508e-04       6.091380246267e-04      -1.157698095944e-04       6.071140812810e-04       6.088849131805e-04 
       7.910665566774e-04      -2.553590538530e+00      -7.366309839305e+00      -7.366951441077e+00      -2.525405325758e+00      -7.302414106210e+00      -7.365383132614e+00       4.646430626496e-01       4.646508997892e-01      -1.179053557553e-04       6.939474581553e-04       6.939830451080e-04      -1.028636321368e-04       6.913682027360e-04       6.937023399141e-04 
       8.446364708579e-04      -2.532431797964e+00      -8.169269274243e+00      -8.170057539429e+00      -2.515463125328e+00      -8.086733745118e+00      -8.168182062282e+00       4.642654939286e-01       4.642715297449e-01      -1.057328005640e-04       7.904799366720e-04       7.905227305784e-04      -8.954067617959e-05       7.871472976464e-04       7.902100989588e-04 
       9.016994697934e-04      -2.533361846713e+00      -9.081108086678e+00      -9.082070268154e+00      -2.528412371537e+00      -8.974659606733e+00      -9.079838791644e+00       4.638507722959e-01       4.638548409258e-01      -9.763646055811e-05       9.000958993641e-04       9.001470224228e-04      -8.211862761724e-05       8.957956683405e-04       8.997955507232e-04 
       9.623487679107e-04      -2.547308590581e+00      -1.011392511368e+01      -1.011509111426e+01      -2.553140062494e+00      -9.976929941056e+00      -1.011244308101e+01       4.633960186557e-01       4.633983971301e-01      -9.964900975160e-05       1.024248171061e-03       1.024308825298e-03      -8.708894046590e-05       1.018710309749e-03       1.023908852661e-03 
       1.026642330486e-03      -2.558852253632e+00      -1.128014174403e+01      -1.128154358420e+01      -2.571948625219e+00      -1.110432878400e+01      -1.127840394260e+01       4.628985437133e-01       4.628998442248e-01      -1.154978110319e-04       1.164428105172e-03       1.164499554627e-03      -1.081384620599e-04       1.157315086073e-03       1.164039416366e-03 
       1.094599829160e-03      -2.551243113229e+00      -1.259226725597e+01      -1.259393834987e+01      -2.566265501032e+00      -1.236742656692e+01      -1.259021605051e+01       4.623560550774e-01       4.623570132039e-01      -1.435771763481e-04       1.322137346408e-03       1.322220892995e-03      -1.428825734469e-04       1.313031252564e-03       1.321688681555e-03 
       1.166201506452e-03      -2.514286646455e+00      -1.406264824953e+01      -1.406462254737e+01      -2.525320046654e+00      -1.377631333173e+01      -1.406021104409e+01       4.617668436047e-01       4.617680596097e-01      -1.754427941099e-04       1.498857662635e-03       1.498954615784e-03      -1.813524550386e-04       1.487246315189e-03       1.498340440424e-03 
       1.241389101151e-03      -2.451571769772e+00      -1.570321349230e+01      -1.570552461581e+01      -2.453882790301e+00      -1.534033943456e+01      -1.570030422109e+01       4.611296976137e-01       4.611314284659e-01      -1.980118000297e-04       1.696020322852e-03       1.696131965463e-03      -2.085677313695e-04       1.681282785897e-03       1.695429463477e-03 
       1.320068740543e-03      -2.381806794241e+00      -1.752519245236e+01      -1.752787309489e+01      -2.373429024463e+00      -1.706784825421e+01      -1.752171373454e+01       4.604425950696e-01       4.604446959728e-01      -2.002200678937e-04       1.914972831198e-03       1.915100388131e-03      -2.119149248864e-04       1.896364777591e-03       1.914305999058e-03 
       1.402115476663e-03      -2.330652337733e+00      -1.953910822173e+01      -1.954218940282e+01      -2.312997950998e+00      -1.896617271332e+01      -1.953495133851e+01       4.597077036036e-01       4.597097604072e-01      -1.815135293568e-04       2.156975900807e-03       2.157120520820e-03      -1.903901998489e-04       2.133614940468e-03       2.156229910718e-03 
       1.487378978505e-03      -2.315096832047e+00      -2.175444726000e+01      -2.175795850637e+01      -2.292194911315e+00      -2.104136043404e+01      -2.174948929223e+01       4.589256059312e-01       4.589271995113e-01      -1.560756438361e-04       2.423166325043e-03       2.423329084641e-03      -1.591476201304e-04       2.394018215305e-03       2.422332169960e-03 
       1.575689817865e-03      -2.329797082990e+00      -2.417962537601e+01      -2.418359535816e+01      -2.306533036686e+00      -2.329818155148e+01      -2.417372348982e+01       4.580971317814e-01       4.580980887925e-01      -1.468311855905e-04       2.714552225133e-03       2.714734159778e-03      -1.430707435017e-04       2.678417950270e-03       2.713612133220e-03 
       1.666865804990e-03      -2.347029201335e+00      -2.682194375111e+01      -2.682640156649e+01      -2.327418714272e+00      -2.574014090436e+01      -2.681493026629e+01       4.572233363475e-01       4.572238145323e-01      -1.695711838428e-04       3.032007936659e-03       3.032210093742e-03      -1.599494106943e-04       2.987511946915e-03       3.030937731441e-03 
       1.760717921652e-03      -2.334489189751e+00      -2.968758928048e+01      -2.969256634759e+01      -2.320897921961e+00      -2.836953865893e+01      -2.967927193866e+01       4.563055695728e-01       4.563059247853e-01      -2.173806612414e-04       3.376274147938e-03       3.376497647930e-03      -2.041610441390e-04       3.321853821133e-03       3.375050779217e-03 
       1.857055531458e-03      -2.280560439654e+00      -3.278167188848e+01      -3.278720423006e+01      -2.273866114048e+00      -3.118756742810e+01      -3.277184095348e+01       4.553455573964e-01       4.553460883800e-01      -2.601932271051e-04       3.747962377292e-03       3.748208468722e-03      -2.462532707787e-04       3.681858658130e-03       3.746571593085e-03 
       1.955690687980e-03      -2.206633390490e+00      -3.610828895605e+01      -3.611441965018e+01      -2.206449531326e+00      -3.419443197724e+01      -3.609672769900e+01       4.543453845443e-01       4.543461411467e-01      -2.655718247085e-04       4.147562662951e-03       4.147832765711e-03      -2.542407397204e-04       4.067811727563e-03       4.145999839053e-03 
       2.056441485735e-03      -2.152680331318e+00      -3.967060795647e+01      -3.967738940081e+01      -2.156943562006e+00      -3.738947884107e+01      -3.965709959071e+01       4.533073549200e-01       4.533081467664e-01      -2.275613545856e-04       4.575453463834e-03       4.575749204686e-03      -2.224384223675e-04       4.479879214768e-03       4.573715013708e-03 
       2.159134493623e-03      -2.144458682065e+00      -4.347095930062e+01      -4.347845497946e+01      -2.148929176202e+00      -4.077132544565e+01      -4.345528560516e+01       4.522338082966e-01       4.522343923613e-01      -1.774263156115e-04       5.031912865316e-03       5.032236110429e-03      -1.811046918884e-04       4.918120032926e-03       5.029984255285e-03 
       2.263606371501e-03      -2.170107857867e+00      -4.751093150615e+01      -4.751921700609e+01      -2.169245986195e+00      -4.433797938969e+01      -4.749286528596e+01       4.511269937363e-01       4.511272778449e-01      -1.606361903951e-04       5.517130097466e-03       5.517482975864e-03      -1.723401171014e-04       5.382497744237e-03       5.514981474808e-03 
       2.369704801630e-03      -2.189494828356e+00      -5.179146510495e+01      -5.180062820197e+01      -2.179275711103e+00      -4.808694421952e+01      -5.177076434694e+01       4.499890779967e-01       4.499891745019e-01      -1.955898298836e-04       6.031216853191e-03       6.031601752680e-03      -2.097723696678e-04       5.872892102745e-03       6.028812019322e-03 
       2.477288874697e-03      -2.170603183141e+00      -5.631294053657e+01      -5.632308028034e+01      -2.151519346031e+00      -5.201530776713e+01      -5.628935063579e+01       4.488222208395e-01       4.488223234259e-01      -2.528826407563e-04       6.574217748705e-03       6.574637267188e-03      -2.613309068935e-04       6.389109663180e-03       6.571529496844e-03 
       2.586229062659e-03      -2.119436483338e+00      -6.107525892034e+01      -6.108648385435e+01      -2.096706334619e+00      -5.611981391892e+01      -6.104852123372e+01       4.476286250303e-01       4.476288361161e-01      -2.804260575778e-04       7.146119846454e-03       7.146576701031e-03      -2.776996101818e-04       6.930893466569e-03       7.143136720983e-03 
       2.696406894536e-03      -2.073242712906e+00      -6.607791448953e+01      -6.609034017021e+01      -2.053142940276e+00      -6.039691890506e+01      -6.604777226184e+01       4.464104931147e-01       4.464107593452e-01      -2.548534204482e-04       7.746861192546e-03       7.747358110595e-03      -2.428858005900e-04       7.497931875042e-03       7.743577542714e-03 
       2.807714431530e-03      -2.062364599044e+00      -7.132005860098e+01      -7.133380479564e+01      -2.047417455690e+00      -6.484283491966e+01      -7.128625309332e+01       4.451699284668e-01       4.451701261895e-01      -2.074107484051e-04       8.376338475230e-03       8.376878097809e-03      -1.944207319102e-04       8.089866728706e-03       8.372736656270e-03 
       2.920053617895e-03      -2.079213338167e+00      -7.680055462163e+01      -7.681574257362e+01      -2.066704055600e+00      -6.945356312330e+01      -7.676281384993e+01       4.439088633244e-01       4.439089324999e-01      -1.930367530202e-04       9.034413706588e-03       9.034998518171e-03      -1.866603207294e-04       8.706300758891e-03       9.030456989646e-03 
       3.033335565757e-03      -2.087183406905e+00      -8.251802518525e+01      -8.253477544753e+01      -2.072640390047e+00      -7.422492010726e+01      -8.247605559380e+01       4.426290739718e-01       4.426290665324e-01      -2.310777074716e-04       9.720920019270e-03       9.721552297984e-03      -2.317776776441e-04       9.346804337129e-03       9.716564838709e-03 
       3.147479816553e-03      -2.060512095027e+00      -8.847089132946e+01      -8.848932238480e+01      -2.041589311982e+00      -7.915255924136e+01      -8.842437981728e+01       4.413322411774e-01       4.413322249650e-01      -2.819493424508e-04       1.043566638096e-02       1.043634815930e-02      -2.934737371929e-04       1.001092135193e-02       1.043088045254e-02 
       3.262413609084e-03      -2.011944922646e+00      -9.465740596458e+01      -9.467763396984e+01      -1.971960519283e+00      -8.423187533664e+01      -9.460602747294e+01       4.400199834988e-01       4.400200185381e-01      -2.897762905713e-04       1.117844158140e-02       1.117917462507e-02      -3.481439089613e-04       1.069795549575e-02       1.117320526015e-02 
       3.378071174293e-03      -1.977521984249e+00      -1.010756813374e+02      -1.010978210303e+02      -1.896877301033e+00      -8.945831315414e+01      -1.010191070525e+02       4.386938399187e-01       4.386939119033e-01      -2.469614302748e-04       1.194901770937e-02       1.194980353531e-02      -3.341610209859e-04       1.140851717135e-02       1.194332292359e-02 
       3.494393069385e-03      -1.975385308991e+00      -1.077237127603e+02      -1.077478794056e+02      -1.859660712584e+00      -9.482781202667e+01      -1.076616122153e+02       4.373552453776e-01       4.373552844679e-01      -2.061265242708e-04       1.274715287741e-02       1.274799282308e-02      -2.763224539206e-04       1.214263861204e-02       1.274097837699e-02 
       3.611325558365e-03      -1.985451516933e+00      -1.145993980275e+02      -1.146257102947e+02      -1.858438828599e+00      -1.003363553607e+02      -1.145314322355e+02       4.360054825354e-01       4.360054667151e-01      -2.204625132553e-04       1.357259377571e-02       1.357348910480e-02      -2.530506902721e-04       1.289995754480e-02       1.356589789792e-02 
       3.728820042185e-03      -1.973659251873e+00      -1.217005547279e+02      -1.217291379762e+02      -1.853658209710e+00      -1.059799729306e+02      -1.216263742248e+02       4.346457083747e-01       4.346456844711e-01      -2.782311022221e-04       1.442507788116e-02       1.442602989027e-02      -2.917369602284e-04       1.368008762716e-02       1.441781833328e-02 
       3.846832538931e-03      -1.933043447077e+00      -1.290249339692e+02      -1.290559236310e+02      -1.820542219975e+00      -1.117547388682e+02      -1.289441878000e+02       4.332770046795e-01       4.332770277161e-01      -3.107747433846e-04       1.530433509409e-02       1.530534519484e-02      -3.370133054474e-04       1.448262298382e-02       1.529649021014e-02 
       3.965323212701e-03      -1.893442596217e+00      -1.365702334592e+02      -1.366037780287e+02      -1.777375148843e+00      -1.176567726335e+02      -1.364825815927e+02       4.319004025592e-01       4.319004726265e-01      -2.711709371536e-04       1.621008918567e-02       1.621115896188e-02      -3.259930881100e-04       1.530714187309e-02       1.620165385586e-02 
       4.084255948713e-03      -1.887531605962e+00      -1.443341086937e+02      -1.443703718978e+02      -1.757938532568e+00      -1.236822413099e+02      -1.442392258988e+02       4.305168603561e-01       4.305169284030e-01      -1.936750380370e-04       1.714205902229e-02       1.714319027467e-02      -2.703153665308e-04       1.615320963230e-02       1.713301889137e-02 
       4.203597971497e-03      -1.912442104230e+00      -1.523141828471e+02      -1.523533448449e+02      -1.767047608298e+00      -1.298273623944e+02      -1.522117518652e+02       4.291272359021e-01       4.291272637201e-01      -1.594568468280e-04       1.809995972470e-02       1.810115450361e-02      -2.407542127751e-04       1.702038110637e-02       1.809027462149e-02 
       4.323319502750e-03      -1.932473134534e+00      -1.605080560504e+02      -1.605503134550e+02      -1.775274739721e+00      -1.360884062718e+02      -1.603977598046e+02       4.277322944163e-01       4.277322952182e-01      -2.029233452964e-04       1.908350378168e-02       1.908476438740e-02      -2.756270919866e-04       1.790820263295e-02       1.907312148013e-02 
       4.443393455336e-03      -1.920407199674e+00      -1.689133122998e+02      -1.689588771051e+02      -1.756919269399e+00      -1.424616972513e+02      -1.687948350234e+02       4.263327430161e-01       4.263327595318e-01      -2.688358644551e-04       2.009240182366e-02       2.009373075625e-02      -3.304336818252e-04       1.881621345551e-02       2.008128652960e-02 
       4.563795159974e-03      -1.888764651869e+00      -1.775275256017e+02      -1.775766232427e+02      -1.721837083469e+00      -1.489436136279e+02      -1.774005609137e+02       4.249292585228e-01       4.249293107577e-01      -2.761580525798e-04       2.112636323529e-02       2.112776310285e-02      -3.335206743565e-04       1.974394678797e-02       2.111450404827e-02 
       4.684502121346e-03      -1.698178969380e+00      -1.863482659982e+02      -1.864011327485e+02      -1.694090061110e+00      -1.555305863978e+02      -1.862124906570e+02       4.235225152776e-01       4.235224924055e-01      -2.898939187566e-04       2.218509663357e-02       2.218657005823e-02      -2.883754079369e-04       2.069093061469e-02       2.217246710002e-02 
       4.805493800547e-03      -1.692527667942e+00      -1.953731031713e+02      -1.954299834219e+02      -1.688452347774e+00      -1.622190957628e+02      -1.952282552375e+02       4.221130869435e-01       4.221130673777e-01      -2.889302592078e-04       2.326831066217e-02       2.326986020993e-02      -2.874167916792e-04       2.165668879336e-02       2.325487875823e-02 
       4.926751421058e-03      -1.686867526041e+00      -2.045996095124e+02      -2.046607532072e+02      -1.682805815491e+00      -1.690056660439e+02      -2.044453949951e+02       4.207014538726e-01       4.207014370954e-01      -2.879650875963e-04       2.437571420191e-02       2.437734229686e-02      -2.864566713851e-04       2.264074147381e-02       2.436144833122e-02 
       5.048257795685e-03      -1.681200511033e+00      -2.140253617984e+02      -2.140910224953e+02      -1.677152426863e+00      -1.758868591707e+02      -2.138614858713e+02       4.192881067159e-01       4.192880922964e-01      -2.869987447393e-04       2.550701633615e-02       2.550872520741e-02      -2.854953861041e-04       2.364260532860e-02       2.549188399621e-02 
       5.169997172124e-03      -1.675528341128e+00      -2.236479289759e+02      -2.237183629056e+02      -1.671493895955e+00      -1.828592561184e+02      -2.234740953157e+02       4.178734739887e-01       4.178734615674e-01      -2.860315287291e-04       2.666192523255e-02       2.666371688489e-02      -2.845332323859e-04       2.466179278691e-02       2.664589297610e-02 
       5.291955095089e-03      -1.669852711000e+00      -2.334649026567e+02      -2.335403684530e+02      -1.665831913324e+00      -1.899194734162e+02      -2.332808132697e+02       4.164579783311e-01       4.164579676073e-01      -2.850637312649e-04       2.784015173887e-02       2.784202795334e-02      -2.835705003973e-04       2.569781574612e-02       2.782318515956e-02 
       5.414118283138e-03      -1.664175234693e+00      -2.434738878149e+02      -2.435546474230e+02      -1.660168089122e+00      -1.970641472830e+02      -2.432792438152e+02       4.150420222806e-01       4.150420130020e-01      -2.840956311294e-04       2.904140852714e-02       2.904337089205e-02      -2.826074674736e-04       2.675018505886e-02       2.902347227211e-02 
       5.536474518534e-03      -1.658497323381e+00      -2.536724886020e+02      -2.537588092699e+02      -1.654503831105e+00      -2.042899129020e+02      -2.534669918624e+02       4.136259577764e-01       4.136259497311e-01      -2.831274706022e-04       3.026540826790e-02       3.026745823526e-02      -2.816443746221e-04       2.781840931664e-02       3.024646607473e-02 
       5.659012548684e-03      -1.652820252957e+00      -2.640583132038e+02      -2.641504700758e+02      -1.648840412088e+00      -2.115934020888e+02      -2.638416684734e+02       4.122101030220e-01       4.122100960312e-01      -2.821594688526e-04       3.151186437136e-02       3.151400333118e-02      -2.806814398678e-04       2.890199598838e-02       3.149187912137e-02 
       5.781721997845e-03      -1.647145201591e+00      -2.746289791924e+02      -2.747272582210e+02      -1.643179007402e+00      -2.189712398354e+02      -2.744008964396e+02       4.107947518505e-01       4.107947457633e-01      -2.811918278379e-04       3.278049161484e-02       3.278272097702e-02      -2.797188641137e-04       3.000045248491e-02       3.275942539435e-02 
       5.904593287947e-03      -1.641473250741e+00      -2.853821125798e+02      -2.854868133902e+02      -1.637520695909e+00      -2.264200384374e+02      -2.851423092737e+02       4.093801739772e-01       4.093801686658e-01      -2.802247330057e-04       3.407100605149e-02       3.407332732438e-02      -2.787568318447e-04       3.111328662299e-02       3.404882021276e-02 
       6.027617567513e-03      -1.635805375659e+00      -2.963153470960e+02      -2.964267854699e+02      -1.631866450515e+00      -2.339363922227e+02      -2.960635501528e+02       4.079666126288e-01       4.079666079849e-01      -2.792583507676e-04       3.538312482169e-02       3.538553967683e-02      -2.777955086020e-04       3.224000708265e-02       3.535978003529e-02 
       6.150786647784e-03      -1.630142475920e+00      -3.074263279899e+02      -3.075448375957e+02      -1.626217168637e+00      -2.415168774035e+02      -3.071622750762e+02       4.065542921592e-01       4.065542880906e-01      -2.782928345663e-04       3.671656658880e-02       3.671907690294e-02      -2.768350470269e-04       3.338012435457e-02       3.669202287924e-02 
       6.274092945242e-03      -1.624485378505e+00      -3.187127126297e+02      -3.188386458407e+02      -1.620573675269e+00      -2.491580500981e+02      -3.184361526973e+02       4.051434188173e-01       4.051434152454e-01      -2.773283253231e-04       3.807105155908e-02       3.807365942808e-02      -2.758755873039e-04       3.453315140283e-02       3.804526831989e-02 
       6.397529429832e-03      -1.618834846085e+00      -3.301721719896e+02      -3.303058996770e+02      -1.614936731252e+00      -2.568564481869e+02      -3.298828649619e+02       4.037341828130e-01       4.037341796708e-01      -2.763649531136e-04       3.944630157299e-02       3.944900929574e-02      -2.749172588296e-04       3.569860435911e-02       3.941923755955e-02 
       6.521089578271e-03      -1.613191576033e+00      -3.418023922043e+02      -3.419443025898e+02      -1.609307032269e+00      -2.646085926574e+02      -3.415001078808e+02       4.023267580672e-01       4.023267552975e-01      -2.754028360259e-04       4.084204014402e-02       4.084485017911e-02      -2.739601790637e-04       3.687600326277e-02       4.081365344681e-02 
       6.644767331888e-03      -1.607556214672e+00      -3.536010752123e+02      -3.537515719685e+02      -1.603685223079e+00      -2.724109918904e+02      -3.532855915652e+02       4.009213057698e-01       4.009213033235e-01      -2.744420837827e-04       4.225799257643e-02       4.226090747792e-02      -2.730044571466e-04       3.806487274921e-02       4.222824057942e-02 
       6.768557058502e-03      -1.601929360820e+00      -3.655659402314e+02      -3.657254401396e+02      -1.598071901045e+00      -2.802601459999e+02      -3.652370413469e+02       3.995179752612e-01       3.995179730960e-01      -2.734827978415e-04       4.369388606267e-02       4.369690840436e-02      -2.720501939928e-04       3.926474278153e-02       4.366272539490e-02 
       6.892453517931e-03      -1.596311572177e+00      -3.776947246529e+02      -3.778636551450e+02      -1.592467622503e+00      -2.881525535803e+02      -3.773521986020e+02       3.981169056258e-01       3.981169037055e-01      -2.725250725313e-04       4.514944978366e-02       4.515258208274e-02      -2.710974834226e-04       4.047514937085e-02       4.511683627298e-02 
       7.016451830727e-03      -1.590703358845e+00      -3.899851805714e+02      -3.901639775689e+02      -1.586872896314e+00      -2.960847156525e+02      -3.896288175602e+02       3.967182240785e-01       3.967182223719e-01      -2.715689944481e-04       4.662441456846e-02       4.662765921961e-02      -2.701464115679e-04       4.169563482071e-02       4.659030320655e-02 
       7.140547449819e-03      -1.585105184374e+00      -4.024350761894e+02      -4.026241825320e+02      -1.581288184885e+00      -3.040531443860e+02      -4.020646672300e+02       3.953220462213e-01       3.953220447015e-01      -2.706146414522e-04       4.811851298557e-02       4.812187221449e-02      -2.691970558612e-04       4.292574850052e-02       4.808285791214e-02 
       7.264736134753e-03      -1.579517492013e+00      -4.150421987049e+02      -4.152420633753e+02      -1.575713930379e+00      -3.120543737134e+02      -4.146575349798e+02       3.939284825948e-01       3.939284812384e-01      -2.696620882580e-04       4.963147985205e-02       4.963495569497e-02      -2.682494906105e-04       4.416504770464e-02       4.959423436182e-02 
       7.389013928273e-03      -1.573940671440e+00      -4.278043439225e+02      -4.280154222686e+02      -1.570150521526e+00      -3.200849602107e+02      -4.274052170281e+02       3.925376303815e-01       3.925376291684e-01      -2.687114008520e-04       5.116305110413e-02       5.116664541566e-02      -2.673037814487e-04       4.541309715906e-02       5.112416768051e-02 
       7.513377134992e-03      -1.568375086545e+00      -4.407193242670e+02      -4.409420790873e+02      -1.564598321328e+00      -3.281414979510e+02      -4.403055272007e+02       3.911495803319e-01       3.911495792445e-01      -2.677626402628e-04       5.271296468921e-02       5.271667917689e-02      -2.663599890724e-04       4.666947032086e-02       5.267239506163e-02 
       7.637822301968e-03      -1.562821059356e+00      -4.537849618252e+02      -4.540198652181e+02      -1.559057651029e+00      -3.362206229821e+02      -4.533562906584e+02       3.897644127573e-01       3.897644117804e-01      -2.668158603397e-04       5.428095985526e-02       5.428479613537e-02      -2.654181670392e-04       4.793374912324e-02       5.423865507636e-02 
       7.762346200971e-03      -1.557278889473e+00      -4.669990914648e+02      -4.672466272013e+02      -1.553528809511e+00      -3.443190236644e+02      -4.665553474797e+02       3.883822023776e-01       3.883822014981e-01      -2.658711114057e-04       5.586677762016e-02       5.587073728687e-02      -2.644783654051e-04       4.920552466782e-02       5.582268815479e-02 
       7.886945812296e-03      -1.551748833965e+00      -4.803595548206e+02      -4.806202208732e+02      -1.548012053231e+00      -3.524334452088e+02      -4.799005468255e+02       3.870030133077e-01       3.870030125140e-01      -2.649284365912e-04       5.747016001141e-02       5.747424470908e-02      -2.635406270751e-04       5.048439683358e-02       5.742423583019e-02 
       8.011618309952e-03      -1.546231145062e+00      -4.938642115141e+02      -4.941385224318e+02      -1.542507633820e+00      -3.605607052494e+02      -4.933897580457e+02       3.856269084549e-01       3.856269077370e-01      -2.639878779973e-04       5.909085138933e-02       5.909506287826e-02      -2.626049939289e-04       5.176997571697e-02       5.904304205681e-02 
       8.136361048121e-03      -1.540726020414e+00      -5.075109230185e+02      -5.077994118267e+02      -1.537015748465e+00      -3.686976899393e+02      -5.070208542087e+02       3.842539371161e-01       3.842539364652e-01      -2.630494684409e-04       6.072859648871e-02       6.073293669515e-02      -2.616714986129e-04       5.306188002936e-02       6.067885124066e-02 
       8.261171548744e-03      -1.535233654256e+00      -5.212975686896e+02      -5.216007880633e+02      -1.531536590942e+00      -3.768413719628e+02      -5.207917275338e+02       3.828841477354e-01       3.828841471437e-01      -2.621132400308e-04       6.238314228023e-02       6.238761332434e-02      -2.607401730677e-04       5.435973886476e-02       6.233141008164e-02 
       8.386047490135e-03      -1.529754222806e+00      -5.352220413055e+02      -5.355405638781e+02      -1.526070337056e+00      -3.849888134416e+02      -5.347002842467e+02       3.815175842640e-01       3.815175837249e-01      -2.611792218323e-04       6.405423737762e-02       6.405884157587e-02      -2.598110462065e-04       5.566319118617e-02       6.400046696007e-02 
       8.510986696537e-03      -1.524287882423e+00      -5.492822441518e+02      -5.496166619750e+02      -1.520617142807e+00      -3.931371695723e+02      -5.487444409905e+02       3.801542857017e-01       3.801542852093e-01      -2.602474402147e-04       6.574163175517e-02       6.574637159728e-02      -2.588841442681e-04       5.697188547408e-02       6.568577163279e-02 
       8.635987128520e-03      -1.518834765770e+00      -5.634760954298e+02      -5.638270186094e+02      -1.515177140540e+00      -4.012836968715e+02      -5.629221285653e+02       3.787942851350e-01       3.787942846841e-01      -2.593179164304e-04       6.744507692612e-02       6.744995502988e-02      -2.579594883865e-04       5.828548017940e-02       6.738707539442e-02 
