#scalar perturbations for mode k = 1.500000000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm          
       2.427712443076e+03       2.933777712202e-02      -1.325640728299e+00      -1.430665429694e-04      -1.256170754682e-02       2.328432629708e-04      -6.791378134761e-04      -1.804485739035e-04      -8.637455053351e+01       6.724862088680e-02       3.371215291403e-01       3.371214841008e-01      -1.386088285950e+00      -2.478224648282e-04       1.747103986731e-02      -9.236653762920e+01       6.769589050715e-02 
       2.429467364759e+03       2.937641915444e-02      -1.325325655192e+00      -1.360230691681e-04      -1.155470977290e-02       2.506490250565e-04      -6.738180832370e-04      -1.840393019354e-04      -8.649261423378e+01       6.729318761895e-02       3.371186185441e-01       3.371186402334e-01      -1.385507439916e+00      -2.583417739407e-04       1.714877754193e-02      -9.248538573669e+01       6.773986945180e-02 
       2.431222286442e+03       2.941508637895e-02      -1.325026610900e+00      -1.293468551663e-04      -1.055405281703e-02       2.683120575986e-04      -6.682799712027e-04      -1.876013874712e-04      -8.661075612757e+01       6.733775336874e-02       3.371157150910e-01       3.371158019466e-01      -1.384902174809e+00      -2.686741615019e-04       1.681503220086e-02      -9.260431100721e+01       6.778384857512e-02 
       2.432977208125e+03       2.945377879557e-02      -1.324742737396e+00      -1.230368142508e-04      -9.560343134130e-03       2.858266332585e-04      -6.625252778685e-04      -1.911325223292e-04      -8.672897621324e+01       6.738231813926e-02       3.371128187781e-01       3.371129692122e-01      -1.384272936193e+00      -2.788127502831e-04       1.647005021050e-02      -9.272331344114e+01       6.782782787714e-02 
       2.434732129809e+03       2.949249640432e-02      -1.324473179571e+00      -1.170915368568e-04      -8.574181225502e-03       3.031870731945e-04      -6.565558942952e-04      -1.946303966461e-04      -8.684727448917e+01       6.742688193362e-02       3.371099296019e-01       3.371101420019e-01      -1.383620185554e+00      -2.887508065659e-04       1.611408530636e-02      -9.284239303888e+01       6.787180735793e-02 
       2.436487051492e+03       2.953123920523e-02      -1.324217085990e+00      -1.115092933223e-04      -7.596161225445e-03       3.203877494430e-04      -6.503738016909e-04      -1.980927002971e-04      -8.696565095372e+01       6.747144475493e-02       3.371070475574e-01       3.371073202880e-01      -1.382944399965e+00      -2.984817445735e-04       1.574739840960e-02      -9.296154980084e+01       6.791578701754e-02 
       2.438241973175e+03       2.957000719832e-02      -1.323973609635e+00      -1.062880368752e-04      -6.626870492967e-03       3.374230872876e-04      -6.439810709476e-04      -2.015171243185e-04      -8.708410560528e+01       6.751600660630e-02       3.371041726389e-01       3.371045040426e-01      -1.382246071727e+00      -3.079991307946e-04       1.537025743716e-02      -9.308078372740e+01       6.795976685606e-02 
       2.439996894858e+03       2.960880038362e-02      -1.323741908644e+00      -1.014254068606e-04      -5.666889208946e-03       3.542875676153e-04      -6.373798621305e-04      -2.049013623331e-04      -8.720263844222e+01       6.756056749081e-02       3.371013048400e-01       3.371016932390e-01      -1.381525708012e+00      -3.172966881939e-04       1.498293710648e-02      -9.320009481898e+01       6.800374687356e-02 
       2.441751816541e+03       2.964761876115e-02      -1.323521147037e+00      -9.691873220169e-05      -4.716789978994e-03       3.709757292598e-04      -6.305724239221e-04      -2.082431119775e-04      -8.732124946293e+01       6.760512741156e-02       3.370984441538e-01       3.370988878508e-01      -1.380783830489e+00      -3.263683003067e-04       1.458571873713e-02      -9.331948307594e+01       6.804772707010e-02 
       2.443506738225e+03       2.968646233093e-02      -1.323310495444e+00      -9.276503508686e-05      -3.777137442230e-03       3.874821713278e-04      -6.235610930196e-04      -2.115400763309e-04      -8.743993866580e+01       6.764968637160e-02       3.370955905726e-01       3.370960878525e-01      -1.380020974946e+00      -3.352080152185e-04       1.417889004942e-02      -9.343894849870e+01       6.809170744576e-02 
       2.445261659908e+03       2.972533109298e-02      -1.323109131815e+00      -8.896103487902e-05      -2.848487886217e-03       4.038015555105e-04      -6.163482934882e-04      -2.147899653427e-04      -8.755870604922e+01       6.769424437403e-02       3.370927440875e-01       3.370932932183e-01      -1.379237690899e+00      -3.438100494268e-04       1.376274495926e-02      -9.355849108763e+01       6.813568800062e-02 
       2.447016581591e+03       2.976422504734e-02      -1.322916242127e+00      -8.550315224499e-05      -1.931388868351e-03       4.199286083768e-04      -6.089365360689e-04      -2.179904972599e-04      -8.767755161159e+01       6.773880142191e-02       3.370899046887e-01       3.370905039231e-01      -1.378434541196e+00      -3.521687915829e-04       1.333758336756e-02      -9.367811084314e+01       6.817966873477e-02 
       2.448771503274e+03       2.980314419403e-02      -1.322731021075e+00      -8.238751350324e-05      -1.026378843957e-03       4.358581236475e-04      -6.013284174414e-04      -2.211394000525e-04      -8.779647535131e+01       6.778335751831e-02       3.370870723656e-01       3.370877199421e-01      -1.377612101608e+00      -3.602788061091e-04       1.290371094441e-02      -9.379780776560e+01       6.822364964832e-02 
       2.450203644860e+03       2.983492366887e-02      -1.322584996141e+00      -8.009565285628e-05      -2.971524297919e-04       4.487077920479e-04      -5.949760033574e-04      -2.236692985421e-04      -8.789358355703e+01       6.781971777617e-02       3.370847662229e-01       3.370854519358e-01      -1.376927046673e+00      -3.667091831743e-04       1.254340141293e-02      -9.389554619638e+01       6.825954135178e-02 
       2.451635786445e+03       2.986671992113e-02      -1.322443120454e+00      -7.802654617443e-05       4.233879082596e-04       4.614197269166e-04      -5.884961017187e-04      -2.261620849126e-04      -8.799074382481e+01       6.785607740405e-02       3.370824647789e-01       3.370831874400e-01      -1.376229862454e+00      -3.729676437489e-04       1.217766965410e-02      -9.399333601872e+01       6.829543317480e-02 
       2.453067928031e+03       2.989853295085e-02      -1.322304971105e+00      -7.617766519878e-05       1.134963991866e-03       4.739912042877e-04      -5.818902487958e-04      -2.286165426378e-04      -8.808795615377e+01       6.789243640359e-02       3.370801680266e-01       3.370809264422e-01      -1.375520879856e+00      -3.790515032687e-04       1.180668973410e-02      -9.409117723282e+01       6.833132511745e-02 
       2.454500069616e+03       2.993036275802e-02      -1.322170130130e+00      -7.454635889750e-05       1.837302252351e-03       4.864195335655e-04      -5.751600176220e-04      -2.310314617880e-04      -8.818522054307e+01       6.792879477646e-02       3.370778759587e-01       3.370786689300e-01      -1.374800434830e+00      -3.849581604833e-04       1.143063792066e-02      -9.418906983889e+01       6.836721717977e-02 
       2.455932211202e+03       2.996220934266e-02      -1.322038184741e+00      -7.312985537993e-05       2.530133853156e-03       4.987020583114e-04      -5.683070176542e-04      -2.334056395386e-04      -8.828253699183e+01       6.796515252429e-02       3.370755885677e-01       3.370764148910e-01      -1.374068868214e+00      -3.906850985519e-04       1.104969259966e-02      -9.428701383715e+01       6.840310936182e-02 
       2.457364352787e+03       2.999407270478e-02      -1.321908727558e+00      -7.192526387296e-05       3.213194809782e-03       5.108361570231e-04      -5.613328944180e-04      -2.357378806781e-04      -8.837990549921e+01       6.800150964874e-02       3.370733058454e-01       3.370741643130e-01      -1.373326525569e+00      -3.962298860960e-04       1.066403419039e-02      -9.438500922779e+01       6.843900166365e-02 
       2.458796494373e+03       3.002595284441e-02      -1.321781356830e+00      -7.092957675038e-05       3.886226107401e-03       5.228192439060e-04      -5.542393291425e-04      -2.380269981124e-04      -8.847732606435e+01       6.803786615143e-02       3.370710277836e-01       3.370719171846e-01      -1.372573757014e+00      -4.015901782136e-04       1.027384506031e-02      -9.448305601103e+01       6.847489408532e-02 
       2.460489927369e+03       3.006367110098e-02      -1.321632898223e+00      -7.001750013041e-05       4.668761959920e-03       5.367902812852e-04      -5.456997907027e-04      -2.406765048034e-04      -8.859258798942e+01       6.808085502638e-02       3.370683400960e-01       3.370692645073e-01      -1.371670680123e+00      -4.076873032593e-04       9.806872916206e-03      -9.459905754965e+01       6.851733516330e-02 
       2.462183360365e+03       3.010141281562e-02      -1.321486160057e+00      -6.938777419090e-05       5.436509288934e-03       5.505424662910e-04      -5.369985529724e-04      -2.432621375401e-04      -8.870792269817e+01       6.812384303696e-02       3.370656588981e-01       3.370666166187e-01      -1.370754115474e+00      -4.135197450516e-04       9.334131440162e-03      -9.471513094518e+01       6.855977640897e-02 
       2.463876793361e+03       3.013917798833e-02      -1.321340511143e+00      -6.903481876660e-05       6.189068087770e-03       5.640717259698e-04      -5.281385842127e-04      -2.457819834932e-04      -8.882333018920e+01       6.816683018586e-02       3.370629841746e-01       3.370639735007e-01      -1.369824664638e+00      -4.190841058439e-04       8.855931681673e-03      -9.483127619793e+01       6.860221782244e-02 
       2.465570226358e+03       3.017696661915e-02      -1.321195333126e+00      -6.895284379691e-05       6.926049011213e-03       5.773740635697e-04      -5.191229190727e-04      -2.482341499543e-04      -8.893881046110e+01       6.820981647577e-02       3.370603159088e-01       3.370613351351e-01      -1.368882936661e+00      -4.243771646647e-04       8.372587760156e-03      -9.494749330826e+01       6.864465940379e-02 
       2.467263659354e+03       3.021477870810e-02      -1.321050020957e+00      -6.913585468243e-05       7.647073614865e-03       5.904455602167e-04      -5.099546575852e-04      -2.506167654684e-04      -8.905436351248e+01       6.825280190935e-02       3.370576540839e-01       3.370587015046e-01      -1.367929547658e+00      -4.293958791390e-04       7.884416658802e-03      -9.506378227651e+01       6.868710115311e-02 
       2.468957092350e+03       3.025261425520e-02      -1.320903983344e+00      -6.957765776861e-05       8.351774587277e-03       6.032823765649e-04      -5.006369641327e-04      -2.529279809566e-04      -8.916998934192e+01       6.829578648925e-02       3.370549986825e-01       3.370560725925e-01      -1.366965120404e+00      -4.341373871970e-04       7.391738017445e-03      -9.518014310300e+01       6.872954307048e-02 
       2.470650525346e+03       3.029047326047e-02      -1.320756643197e+00      -7.027186595934e-05       9.039795974459e-03       6.158807544201e-04      -4.911730663785e-04      -2.551659708301e-04      -8.928568794804e+01       6.833877021811e-02       3.370523496867e-01       3.370534483826e-01      -1.365990283932e+00      -4.385990086637e-04       6.894873925247e-03      -9.529657578806e+01       6.877198515598e-02 
       2.472343958342e+03       3.032835572393e-02      -1.320607438058e+00      -7.121190445989e-05       9.710793396494e-03       6.282370183361e-04      -4.815662541664e-04      -2.573289340918e-04      -8.940145932945e+01       6.838175309857e-02       3.370497070779e-01       3.370508288591e-01      -1.365005673118e+00      -4.427782467293e-04       6.394148712624e-03      -9.541308033204e+01       6.881442740969e-02 
       2.474037391339e+03       3.036626164561e-02      -1.320455820521e+00      -7.239101664282e-05       1.036443425620e-02       6.403475771813e-04      -4.718198783866e-04      -2.594150954278e-04      -8.951730348476e+01       6.842473513326e-02       3.370470708366e-01       3.370482140063e-01      -1.364011928265e+00      -4.466727892992e-04       5.889888741593e-03      -9.552965673527e+01       6.885686983169e-02 
       2.475778768842e+03       3.040526522434e-02      -1.320296834698e+00      -7.384553519358e-05       1.101814296751e-02       6.525410828472e-04      -4.616556075339e-04      -2.614783853566e-04      -8.963650331417e+01       6.846893319686e-02       3.370443665771e-01       3.370455299766e-01      -1.362981202249e+00      -4.503784573494e-04       5.368011355852e-03      -9.564960859194e+01       6.890051405994e-02 
