#scalar perturbations for mode k = 1.500000000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm          
       3.145707518111e+02       1.083325762996e-03      -4.005604586625e+00       4.599395527696e-04       1.965083051711e-02       2.252972406996e-02       1.913823243155e-03       4.679603809801e-03      -3.111258310480e+00       4.989157056215e-03       4.397552122552e-01       4.389609151671e-01      -2.651732133093e+00      -6.055566620724e-03      -4.677169809119e-02      -4.426221180382e+00       1.544633052575e-02 
       3.148195502683e+02       1.084502857345e-03      -4.006368085947e+00       4.340613107511e-04       1.964924763172e-02       2.253828912725e-02       1.927390154654e-03       4.683487093713e-03      -3.112962370480e+00       5.000063002059e-03       4.396232093054e-01       4.388071118399e-01      -2.650336889960e+00      -6.065420519333e-03      -4.731448657342e-02      -4.430526588362e+00       1.545416572489e-02 
       3.150683487254e+02       1.085680457915e-03      -4.007122326234e+00       4.081113687654e-04       1.964627542760e-02       2.254654457288e-02       1.940983514887e-03       4.687326264787e-03      -3.114668654465e+00       5.011028993243e-03       4.394913678338e-01       4.386534741392e-01      -2.648937722531e+00      -6.075231859756e-03      -4.785742615973e-02      -4.434833448239e+00       1.546199603558e-02 
       3.153171471826e+02       1.086858564708e-03      -4.007867284105e+00       3.820902618538e-04       1.964190415342e-02       2.255449305768e-02       1.954602864737e-03       4.691121884541e-03      -3.116377177537e+00       5.022054429729e-03       4.393596879694e-01       4.385000019858e-01      -2.647534645254e+00      -6.085000569808e-03      -4.840051199935e-02      -4.439141759036e+00       1.546982146728e-02 
       3.155659456397e+02       1.088037177723e-03      -4.008602936358e+00       3.559985287959e-04       1.963612413974e-02       2.256213722789e-02       1.968247746123e-03       4.694874512672e-03      -3.118087954649e+00       5.033138710394e-03       4.392281698335e-01       4.383466953007e-01      -2.646127672598e+00      -6.094726577770e-03      -4.894373923875e-02      -4.443451519778e+00       1.547764202942e-02 
       3.158147440969e+02       1.089216296961e-03      -4.009329259971e+00       3.298367119942e-04       1.962892579965e-02       2.256947972444e-02       1.981917702053e-03       4.698584706928e-03      -3.119801000602e+00       5.044281233176e-03       4.390968135399e-01       4.381935540049e-01      -2.644716819056e+00      -6.104409812392e-03      -4.948710302174e-02      -4.447762729490e+00       1.548545773144e-02 
       3.160635425541e+02       1.090395922421e-03      -4.010046232099e+00       3.036053573597e-04       1.962029962921e-02       2.257652318232e-02       1.995612276683e-03       4.702253022973e-03      -3.121516330048e+00       5.055481395220e-03       4.389656191947e-01       4.380405780199e-01      -2.643302099144e+00      -6.114050202892e-03      -5.003059848951e-02      -4.452075387202e+00       1.549326858279e-02 
       3.163185578504e+02       1.091605549068e-03      -4.010771390910e+00       2.766469569826e-04       1.960996626258e-02       2.258343504833e-02       2.009674117197e-03       4.705970119103e-03      -3.123276906171e+00       5.067020606864e-03       4.388313148098e-01       4.378839510311e-01      -2.641848031708e+00      -6.123886945254e-03      -5.058780609786e-02      -4.456497308943e+00       1.550126958327e-02 
       3.165735731467e+02       1.092815707552e-03      -4.011486677043e+00       2.496166724182e-04       1.959811286897e-02       2.259003832845e-02       2.023760856249e-03       4.709644392929e-03      -3.125039912016e+00       5.078619089763e-03       4.386971807738e-01       4.377274975508e-01      -2.640389933222e+00      -6.133678526542e-03      -5.114514170905e-02      -4.460920749889e+00       1.550926550772e-02 
       3.168285884430e+02       1.094026397872e-03      -4.012192066494e+00       2.225151022532e-04       1.958472948882e-02       2.259633583657e-02       2.037872007077e-03       4.713276435209e-03      -3.126805362867e+00       5.090276193020e-03       4.385632171814e-01       4.375712174950e-01      -2.638927819388e+00      -6.143424872074e-03      -5.170260008267e-02      -4.465345708998e+00       1.551725636628e-02 
       3.170836037393e+02       1.095237620030e-03      -4.012887535460e+00       1.953428484378e-04       1.956980625635e-02       2.260233037727e-02       2.052007084423e-03       4.716866833874e-03      -3.128573273839e+00       5.101991265460e-03       4.384294241194e-01       4.374151107802e-01      -2.637461705935e+00      -6.153125907688e-03      -5.226017597565e-02      -4.469772185231e+00       1.552524216910e-02 
       3.173386190356e+02       1.096449374024e-03      -4.013573060344e+00       1.681005161582e-04       1.955333339996e-02       2.260802474516e-02       2.066165604590e-03       4.720416173898e-03      -3.130343659883e+00       5.113763655784e-03       4.382958016662e-01       4.372591773231e-01      -2.635991608615e+00      -6.162781559745e-03      -5.281786414233e-02      -4.474200177549e+00       1.553322292634e-02 
       3.175936343319e+02       1.097661659855e-03      -4.014248617752e+00       1.407887137106e-04       1.953530124271e-02       2.261342172427e-02       2.080347085499e-03       4.723925037177e-03      -3.132116535782e+00       5.125592712720e-03       4.381623498924e-01       4.371034170409e-01      -2.634517543203e+00      -6.172391755127e-03      -5.337565933455e-02      -4.478629684915e+00       1.554119864814e-02 
       3.178486496282e+02       1.098874477523e-03      -4.014914184498e+00       1.134080523761e-04       1.951570020271e-02       2.261852408739e-02       2.094551046744e-03       4.727394002417e-03      -3.133891916151e+00       5.137477785177e-03       4.380290688604e-01       4.369478298506e-01      -2.633039525499e+00      -6.181956421243e-03      -5.393355630166e-02      -4.483060706296e+00       1.554916934463e-02 
       3.181101352737e+02       1.100118619530e-03      -4.015586240098e+00       8.526181944064e-05       1.949396280692e-02       2.262345287733e-02       2.109138238420e-03       4.730910156783e-03      -3.135714957899e+00       5.149721894358e-03       4.378925835246e-01       4.367884746893e-01      -2.631519919531e+00      -6.191716413695e-03      -5.450570863223e-02      -4.487605724350e+00       1.555733706923e-02 
       3.183716209193e+02       1.101363320705e-03      -4.016247742925e+00       5.704449984485e-05       1.947055580988e-02       2.262807777723e-02       2.123748048273e-03       4.734385584335e-03      -3.137540663405e+00       5.162023512301e-03       4.377562778213e-01       4.366293013396e-01      -2.629996191888e+00      -6.201428384308e-03      -5.507795677912e-02      -4.492152332024e+00       1.556549953186e-02 
       3.186331065649e+02       1.102608581048e-03      -4.016898668665e+00       2.875676154479e-05       1.944546919550e-02       2.263240173575e-02       2.138379964206e-03       4.737820897751e-03      -3.139369047879e+00       5.174381938567e-03       4.376201517978e-01       4.364703097134e-01      -2.628468359679e+00      -6.211092256542e-03      -5.565029507416e-02      -4.496700528207e+00       1.557365674343e-02 
       3.188945922104e+02       1.103854400557e-03      -4.017538993233e+00       3.992752432686e-07       1.941869305433e-02       2.263642768663e-02       2.153033476192e-03       4.741216705694e-03      -3.141200126348e+00       5.186796473529e-03       4.374842054931e-01       4.363114997231e-01      -2.626936440037e+00      -6.220707954441e-03      -5.622271784673e-02      -4.501250311791e+00       1.558180871484e-02 
       3.191560778560e+02       1.105100779233e-03      -4.018168692778e+00      -2.802728574717e-05       1.939021758391e-02       2.264015854807e-02       2.167708076333e-03       4.744573612698e-03      -3.143033913653e+00       5.199266418534e-03       4.373484389370e-01       4.361528712815e-01      -2.625400450119e+00      -6.230275402634e-03      -5.679521942388e-02      -4.505801681669e+00       1.558995545698e-02 
       3.194175635016e+02       1.106347717077e-03      -4.018787743683e+00      -5.652224563899e-05       1.936003308903e-02       2.264359722215e-02       2.182403258902e-03       4.747892219061e-03      -3.144870424454e+00       5.211791076058e-03       4.372128521511e-01       4.359944243015e-01      -2.623860407111e+00      -6.239794526333e-03      -5.736779413031e-02      -4.510354636736e+00       1.559809698075e-02 
       3.196790491472e+02       1.107595214088e-03      -4.019396122566e+00      -8.508492630354e-05       1.932812998203e-02       2.264674659429e-02       2.197118520402e-03       4.751173120740e-03      -3.146709673225e+00       5.224369749841e-03       4.370774451514e-01       4.358361586963e-01      -2.622316328219e+00      -6.249265251336e-03      -5.794043628854e-02      -4.514909175888e+00       1.560623329703e-02 
       3.199472684464e+02       1.108875416998e-03      -4.020009056087e+00      -1.144527856785e-04       1.929360982115e-02       2.264967950022e-02       2.212233058276e-03       4.754499956825e-03      -3.148599145069e+00       5.237327736201e-03       4.369387380172e-01       4.356740058612e-01      -2.620728311883e+00      -6.258929500548e-03      -5.852788898269e-02      -4.519582646008e+00       1.561457373687e-02 
       3.202154877457e+02       1.110156208246e-03      -4.020610711791e+00      -1.438904461967e-04       1.925726130759e-02       2.265231410643e-02       2.227367656744e-03       4.757788377111e-03      -3.150491527976e+00       5.250341077318e-03       4.368002200626e-01       4.355120436793e-01      -2.619136085883e+00      -6.268542670030e-03      -5.911540053926e-02      -4.524257780504e+00       1.562290872072e-02 
       3.204837070450e+02       1.111437587830e-03      -4.021201065213e+00      -1.733971691817e-04       1.921907444794e-02       2.265465346899e-02       2.242521780007e-03       4.761039009915e-03      -3.152386836969e+00       5.263409026838e-03       4.366618912816e-01       4.353502720584e-01      -2.617539668867e+00      -6.278104681625e-03      -5.970296482392e-02      -4.528934578189e+00       1.563123826030e-02 
       3.207519263442e+02       1.112719555751e-03      -4.021780092155e+00      -2.029722139541e-04       1.917903936872e-02       2.265670062326e-02       2.257694894937e-03       4.764252478329e-03      -3.154285086870e+00       5.276530840444e-03       4.365237516592e-01       4.351886909071e-01      -2.615939079510e+00      -6.287615457832e-03      -6.029057570019e-02      -4.533613037880e+00       1.563956236731e-02 
       3.210201456435e+02       1.114002112009e-03      -4.022347768681e+00      -2.326148379756e-04       1.913714631653e-02       2.265845858340e-02       2.272886471118e-03       4.767429400130e-03      -3.156186292301e+00       5.289705776012e-03       4.363858011708e-01       4.350273001341e-01      -2.614334336515e+00      -6.297074921799e-03      -6.087822702949e-02      -4.538293158396e+00       1.564788105342e-02 
       3.212883649428e+02       1.115285256603e-03      -4.022904071120e+00      -2.623242969911e-04       1.909338565825e-02       2.265993034188e-02       2.288095980895e-03       4.770570387684e-03      -3.158090467683e+00       5.302933093760e-03       4.362480397865e-01       4.348660996483e-01      -2.612725458610e+00      -6.306482997331e-03      -6.146591267131e-02      -4.542974938555e+00       1.565619433034e-02 
       3.215565842420e+02       1.116568989535e-03      -4.023448976063e+00      -2.920998451697e-04       1.904774788104e-02       2.266111886898e-02       2.303322899420e-03       4.773676047865e-03      -3.159997627239e+00       5.316212056383e-03       4.361104674717e-01       4.347050893595e-01      -2.611112464547e+00      -6.315839608889e-03      -6.205362648319e-02      -4.547658377182e+00       1.566450220971e-02 
       3.218318108174e+02       1.117886871807e-03      -4.023996244452e+00      -3.227212027781e-04       1.899895664137e-02       2.266204711004e-02       2.318965173407e-03       4.776826750607e-03      -3.161957728510e+00       5.329890850210e-03       4.359694975542e-01       4.345400702699e-01      -2.609453071557e+00      -6.325387086749e-03      -6.265671726206e-02      -4.552465894251e+00       1.567302153521e-02 
       3.221070373928e+02       1.119205373558e-03      -4.024531462964e+00      -3.534105522140e-04       1.894816901624e-02       2.266268339066e-02       2.334624667177e-03       4.779941532584e-03      -3.163921001613e+00       5.343622458293e-03       4.358287266132e-01       4.343752512540e-01      -2.607789384615e+00      -6.334880217464e-03      -6.325982459218e-02      -4.557275155065e+00       1.568153520230e-02 
       3.223822639682e+02       1.120524494788e-03      -4.025054607180e+00      -3.841670833959e-04       1.889537512298e-02       2.266303084440e-02       2.350300823136e-03       4.783021030935e-03      -3.165887461263e+00       5.357406093090e-03       4.356881545831e-01       4.342106322161e-01      -2.606121424062e+00      -6.344318921578e-03      -6.386294183129e-02      -4.562086158356e+00       1.569004322355e-02 
       3.226574905436e+02       1.121844235497e-03      -4.025565652977e+00      -4.149899851078e-04       1.884056521243e-02       2.266309257840e-02       2.365993086975e-03       4.786065876375e-03      -3.167857121958e+00       5.371240970440e-03       4.355477813887e-01       4.340462130607e-01      -2.604449210269e+00      -6.353703120362e-03      -6.446606233537e-02      -4.566898902857e+00       1.569854561149e-02 
       3.229327171190e+02       1.123164595685e-03      -4.026064576528e+00      -4.458784451476e-04       1.878372966885e-02       2.266287167296e-02       2.381700907710e-03       4.789076693126e-03      -3.169829997978e+00       5.385126309700e-03       4.354076069496e-01       4.338819936927e-01      -2.602772763630e+00      -6.363032735820e-03      -6.506917945877e-02      -4.571713387305e+00       1.570704237867e-02 
       3.232079436944e+02       1.124485575353e-03      -4.026551354302e+00      -4.768316504743e-04       1.872485900988e-02       2.266237118114e-02       2.397423737716e-03       4.792054098849e-03      -3.171806103389e+00       5.399061333882e-03       4.352676311809e-01       4.337179740178e-01      -2.601092104569e+00      -6.372307690690e-03      -6.567228655424e-02      -4.576529610438e+00       1.571553353759e-02 
       3.234831702698e+02       1.125807174499e-03      -4.027025963064e+00      -5.078487873534e-04       1.866394388640e-02       2.266159412842e-02       2.413161032768e-03       4.794998704580e-03      -3.173785452039e+00       5.413045269787e-03       4.351278539889e-01       4.335541539423e-01      -2.599407253533e+00      -6.381527908441e-03      -6.627537697308e-02      -4.581347570995e+00       1.572401910075e-02 
       3.237656886121e+02       1.127164431996e-03      -4.027500465007e+00      -5.397533228195e-04       1.859927879727e-02       2.266051198512e-02       2.429329744352e-03       4.797987842872e-03      -3.175820628505e+00       5.427449757248e-03       4.349845800139e-01       4.333862011730e-01      -2.597673426023e+00      -6.390935392627e-03      -6.689442115812e-02      -4.586294982853e+00       1.573272367076e-02 
       3.240482069544e+02       1.128522342231e-03      -4.027962095936e+00      -5.717234830895e-04       1.853243994517e-02       2.265914480208e-02       2.445512546655e-03       4.800943703231e-03      -3.177859251218e+00       5.441904144344e-03       4.348415150479e-01       4.332184585215e-01      -2.595935225217e+00      -6.400285039863e-03      -6.751343356987e-02      -4.591244222728e+00       1.574142237120e-02 
       3.243307252968e+02       1.129880905205e-03      -4.028410831695e+00      -6.037583866794e-04       1.846341765502e-02       2.265749575881e-02       2.461708862428e-03       4.803866924416e-03      -3.179901334457e+00       5.456407608167e-03       4.346986589599e-01       4.330509258882e-01      -2.594192673315e+00      -6.409576769793e-03      -6.813240701285e-02      -4.596195289264e+00       1.575011521552e-02 
       3.246132436391e+02       1.131240120917e-03      -4.028846648457e+00      -6.358571519567e-04       1.839220239889e-02       2.265556800279e-02       2.477918118330e-03       4.806758137611e-03      -3.181946892270e+00       5.470959330611e-03       4.345560116147e-01       4.328836031741e-01      -2.592445792545e+00      -6.418810502879e-03      -6.875133429034e-02      -4.601148181104e+00       1.575880221716e-02 
       3.248957619814e+02       1.132599989368e-03      -4.029269522726e+00      -6.680188972912e-04       1.831878479564e-02       2.265336464919e-02       2.494139744965e-03       4.809617966370e-03      -3.183995938469e+00       5.485558498499e-03       4.344135728724e-01       4.327164902810e-01      -2.590694605161e+00      -6.427986160406e-03      -6.937020820452e-02      -4.606102896895e+00       1.576748338955e-02 
       3.251782803237e+02       1.133960510557e-03      -4.029679431333e+00      -7.002427412033e-04       1.824315561063e-02       2.265088878066e-02       2.510373176905e-03       4.812447026583e-03      -3.186048486637e+00       5.500204303713e-03       4.342713425838e-01       4.325495871115e-01      -2.588939133445e+00      -6.437103664475e-03      -6.998902155656e-02      -4.611059435284e+00       1.577615874607e-02 
       3.254607986661e+02       1.135321684484e-03      -4.030076351439e+00      -7.325278025098e-04       1.816530575540e-02       2.264814344705e-02       2.526617852718e-03       4.815245926439e-03      -3.188104550127e+00       5.514895943335e-03       4.341293205903e-01       4.323828935688e-01      -2.587179399704e+00      -6.446162938012e-03      -7.060776714672e-02      -4.616017794920e+00       1.578482830009e-02 
       3.257509050174e+02       1.136720096725e-03      -4.030470392115e+00      -7.657427720362e-04       1.808304464716e-02       2.264504712693e-02       2.543309951272e-03       4.818089244526e-03      -3.190219508318e+00       5.530029037937e-03       4.339837006894e-01       4.322119409403e-01      -2.585367990396e+00      -6.455404852163e-03      -7.124305321700e-02      -4.621111222345e+00       1.579372468067e-02 
       3.260410113687e+02       1.138119197239e-03      -4.030850689474e+00      -7.990204098358e-04       1.799842302703e-02       2.264167308351e-02       2.560012718955e-03       4.820902035125e-03      -3.192338200999e+00       5.545208763476e-03       4.338383000539e-01       4.320412091456e-01      -2.583552134807e+00      -6.464585203752e-03      -7.187825244685e-02      -4.626206567281e+00       1.580261497139e-02 
       3.263311177200e+02       1.139518986025e-03      -4.031217219871e+00      -8.323597636981e-04       1.791143153288e-02       2.263802450979e-02       2.576725561178e-03       4.823684931229e-03      -3.194460641884e+00       5.560434268499e-03       4.336931184900e-01       4.318706980816e-01      -2.581731857176e+00      -6.473703912037e-03      -7.251335703843e-02      -4.631303828274e+00       1.581149918665e-02 
       3.266212240713e+02       1.140919463084e-03      -4.031569960024e+00      -8.657598823556e-04       1.782206096315e-02       2.263410456151e-02       2.593447887894e-03       4.826438557163e-03      -3.196586844436e+00       5.575704707843e-03       4.335481557975e-01       4.317004076466e-01      -2.579907181771e+00      -6.482760897194e-03      -7.314835919339e-02      -4.636403003867e+00       1.582037734081e-02 
       3.269113304226e+02       1.142320628415e-03      -4.031908887019e+00      -8.992198156334e-04       1.773030227638e-02       2.262991635704e-02       2.610179113608e-03       4.829163528574e-03      -3.198716821872e+00       5.591019242758e-03       4.334034117669e-01       4.315303377394e-01      -2.578078132886e+00      -6.491756080317e-03      -7.378325111295e-02      -4.641504092609e+00       1.582924944824e-02 
       3.272014367739e+02       1.143722482018e-03      -4.032233978303e+00      -9.327386145931e-04       1.763614659057e-02       2.262546297720e-02       2.626918657404e-03       4.831860452419e-03      -3.200850587165e+00       5.606377041027e-03       4.332588861788e-01       4.313604882597e-01      -2.576244734844e+00      -6.500689383420e-03      -7.441802499805e-02      -4.646607093047e+00       1.583811552325e-02 
       3.274915431252e+02       1.145125023894e-03      -4.032545211687e+00      -9.663153316727e-04       1.753958518260e-02       2.262074746527e-02       2.643665942951e-03       4.834529926965e-03      -3.202988153045e+00       5.621777277088e-03       4.331145788035e-01       4.311908591080e-01      -2.574407011992e+00      -6.509560729438e-03      -7.505267304948e-02      -4.651712003733e+00       1.584697558014e-02 
       3.277895461959e+02       1.146566459708e-03      -4.032850465091e+00      -1.000865320255e-03       1.743788152805e-02       2.261563382214e-02       2.660876551091e-03       4.837244103979e-03      -3.205187873942e+00       5.637640034897e-03       4.329665703242e-01       4.310168419379e-01      -2.572514788788e+00      -6.518608964498e-03      -7.570445706213e-02      -4.656957857950e+00       1.585607055745e-02 
       3.280875492666e+02       1.148008621775e-03      -4.033141049618e+00      -1.035474401074e-03       1.733362125379e-02       2.261024996976e-02       2.678094110296e-03       4.839930568574e-03      -3.207391631599e+00       5.653545828306e-03       4.328187915928e-01       4.308430570427e-01      -2.570618054299e+00      -6.527591661754e-03      -7.635609161427e-02      -4.662205724732e+00       1.586515921505e-02 
       3.283855523373e+02       1.149451510093e-03      -4.033416942415e+00      -1.070141552487e-03       1.722679542409e-02       2.260459908247e-02       2.695318011078e-03       4.842589940590e-03      -3.209599439028e+00       5.669493785042e-03       4.326712423440e-01       4.306695043168e-01      -2.568716835005e+00      -6.536508740716e-03      -7.700756825255e-02      -4.667455602514e+00       1.587424156834e-02 
       3.286835554080e+02       1.150895124664e-03      -4.033678121027e+00      -1.104865754973e-03       1.711739527703e-02       2.259868429260e-02       2.712547649105e-03       4.845222830221e-03      -3.211811308977e+00       5.685483040660e-03       4.325239223027e-01       4.304961836557e-01      -2.566811157411e+00      -6.545360121922e-03      -7.765887852402e-02      -4.672707489733e+00       1.588331763267e-02 
       3.289815584787e+02       1.152339465486e-03      -4.033924563404e+00      -1.139645991275e-03       1.700541222373e-02       2.259250869050e-02       2.729782425201e-03       4.847829838042e-03      -3.214027253938e+00       5.701512738649e-03       4.323768311834e-01       4.303230949557e-01      -2.564901048053e+00      -6.554145726942e-03      -7.831001397618e-02      -4.677961384829e+00       1.589238742340e-02 
       3.292795615494e+02       1.153784532561e-03      -4.034156247894e+00      -1.174481246529e-03       1.689083784741e-02       2.258607532462e-02       2.747021745350e-03       4.850411555030e-03      -3.216247286143e+00       5.717582030526e-03       4.322299686907e-01       4.301502381139e-01      -2.562986533494e+00      -6.562865478374e-03      -7.896096615720e-02      -4.683217286243e+00       1.590145095583e-02 
       3.295775646201e+02       1.155230325888e-03      -4.034373153247e+00      -1.209370508400e-03       1.677366390257e-02       2.257938720152e-02       2.764265020701e-03       4.852968562594e-03      -3.218471417574e+00       5.733690075916e-03       4.320833345270e-01       4.299776130280e-01      -2.561067640323e+00      -6.571519299852e-03      -7.961172661601e-02      -4.688475192419e+00       1.591050824522e-02 
       3.298837865549e+02       1.156716750475e-03      -4.034580622719e+00      -1.245277208926e-03       1.665054173513e-02       2.257225234470e-02       2.781987368802e-03       4.855570952030e-03      -3.220761172796e+00       5.750281874541e-03       4.319328937691e-01       4.298004683024e-01      -2.559091291033e+00      -6.580343030242e-03      -8.028022630558e-02      -4.693880197406e+00       1.591980884515e-02 
       3.301900084898e+02       1.158203941925e-03      -4.034772442395e+00      -1.281238777498e-03       1.652465752914e-02       2.256485478614e-02       2.799712649324e-03       4.858148464173e-03      -3.223055281307e+00       5.766912821185e-03       4.317826934563e-01       4.296235680767e-01      -2.557110375292e+00      -6.589096983710e-03      -8.094850546151e-02      -4.699287315937e+00       1.592910288551e-02 
       3.304962304246e+02       1.159691900240e-03      -4.034948590524e+00      -1.317254124847e-03       1.639600289674e-02       2.255719765071e-02       2.817440240361e-03       4.860701698560e-03      -3.225353755284e+00       5.783582031241e-03       4.316327332426e-01       4.294469122431e-01      -2.555124922038e+00      -6.597781080803e-03      -8.161655491751e-02      -4.704696546328e+00       1.593839038276e-02 
       3.308024523595e+02       1.161180625419e-03      -4.035109045800e+00      -1.353322165066e-03       1.626456963672e-02       2.254928401720e-02       2.835169525747e-03       4.863231244252e-03      -3.227656606630e+00       5.800288629465e-03       4.314830127716e-01       4.292705006946e-01      -2.553134960236e+00      -6.606395243225e-03      -8.228436550878e-02      -4.710107886900e+00       1.594767135332e-02 
       3.311086742943e+02       1.162670117463e-03      -4.035253787354e+00      -1.389441815733e-03       1.613034973336e-02       2.254111691853e-02       2.852899895047e-03       4.865737679884e-03      -3.229963846980e+00       5.817031750044e-03       4.313335316796e-01       4.290943333251e-01      -2.551140518882e+00      -6.614939393832e-03      -8.295192807219e-02      -4.715521335974e+00       1.595694581355e-02 
       3.314148962291e+02       1.164160376371e-03      -4.035382794754e+00      -1.425611998026e-03       1.599333535524e-02       2.253269934193e-02       2.870630743545e-03       4.868221573737e-03      -3.232275487702e+00       5.833810536646e-03       4.311842896051e-01       4.289184100293e-01      -2.549141626996e+00      -6.623413456639e-03      -8.361923344639e-02      -4.720936891875e+00       1.596621377980e-02 
       3.317211181640e+02       1.165651402143e-03      -4.035496048006e+00      -1.461831636843e-03       1.585351885410e-02       2.252403422924e-02       2.888361472231e-03       4.870683483796e-03      -3.234591539900e+00       5.850624142465e-03       4.310352861791e-01       4.287427307030e-01      -2.547138313629e+00      -6.631817356816e-03      -8.428627247200e-02      -4.726354552931e+00       1.597547526836e-02 
       3.320358962171e+02       1.167184887830e-03      -4.035596024505e+00      -1.499113706843e-03       1.570686724231e-02       2.251487204519e-02       2.906586864519e-03       4.873191844286e-03      -3.236976914190e+00       5.867942947099e-03       4.308823678083e-01       4.285623969186e-01      -2.545074447939e+00      -6.640382861451e-03      -8.497166192311e-02      -4.731925780790e+00       1.598498879669e-02 
       3.323506742702e+02       1.168719183834e-03      -4.035679312745e+00      -1.536445744493e-03       1.555723893278e-02       2.250545445658e-02       2.924810865084e-03       4.875678137876e-03      -3.239366972872e+00       5.885296760527e-03       4.307297007871e-01       4.283823207079e-01      -2.543005972566e+00      -6.648874071277e-03      -8.565675031355e-02      -4.737499229506e+00       1.599449551508e-02 
       3.326654523233e+02       1.170254290154e-03      -4.035745892440e+00      -1.573826594995e-03       1.540462621484e-02       2.249578451069e-02       2.943032842002e-03       4.878142937136e-03      -3.241761727156e+00       5.902684694733e-03       4.305772846836e-01       4.282025019608e-01      -2.540932919148e+00      -6.657290908843e-03      -8.634152770208e-02      -4.743074897267e+00       1.600399544108e-02 
       3.329802303763e+02       1.171790206791e-03      -4.035795743779e+00      -1.611255107859e-03       1.524902157619e-02       2.248586520568e-02       2.961252169512e-03       4.880586803520e-03      -3.244161187972e+00       5.920105872192e-03       4.304251190675e-01       4.280229405680e-01      -2.538855319351e+00      -6.665633297990e-03      -8.702598415034e-02      -4.748652782267e+00       1.601348859221e-02 
       3.332950084294e+02       1.173326933745e-03      -4.035828847432e+00      -1.648730137195e-03       1.509041770190e-02       2.247569949081e-02       2.979468228089e-03       4.883010287448e-03      -3.246565365971e+00       5.937559425955e-03       4.302732035060e-01       4.278436364218e-01      -2.536773204870e+00      -6.673901163858e-03      -8.771010972307e-02      -4.754232882700e+00       1.602297498595e-02 
       3.336097864825e+02       1.174864471016e-03      -4.035845184542e+00      -1.686250542254e-03       1.492880747348e-02       2.246529026647e-02       2.997680404561e-03       4.885413928337e-03      -3.248974271530e+00       5.955044500358e-03       4.301215375566e-01       4.276645894152e-01      -2.534686607426e+00      -6.682094432880e-03      -8.839389448829e-02      -4.759815196760e+00       1.603245463971e-02 
       3.339245645356e+02       1.176402818604e-03      -4.035844736726e+00      -1.723815187625e-03       1.476418396732e-02       2.245464038462e-02       3.015888092060e-03       4.887798254721e-03      -3.251387914755e+00       5.972560251359e-03       4.299701207669e-01       4.274857994427e-01      -2.532595558763e+00      -6.690213032787e-03      -8.907732851745e-02      -4.765399722647e+00       1.604192757088e-02 
       3.342496349629e+02       1.177992316408e-03      -4.035826638136e+00      -1.762653327732e-03       1.459100790938e-02       2.244339266666e-02       3.034685771881e-03       4.890240819187e-03      -3.253885460455e+00       5.990680032771e-03       4.298140140880e-01       4.273014331980e-01      -2.530431500378e+00      -6.698518641991e-03      -8.978273029836e-02      -4.771169166709e+00       1.605170320323e-02 
       3.345747053902e+02       1.179582678385e-03      -4.035790600734e+00      -1.801536203391e-03       1.441460392457e-02       2.243189432253e-02       3.053477369022e-03       4.892663896007e-03      -3.256388079736e+00       6.008830734997e-03       4.296581721242e-01       4.271173408445e-01      -2.528262763837e+00      -6.706744466911e-03      -9.048773652113e-02      -4.776940965707e+00       1.606147170369e-02 
       3.348997758175e+02       1.181173904535e-03      -4.035736605851e+00      -1.840462580698e-03       1.423496502990e-02       2.242014833487e-02       3.072262235659e-03       4.895068031633e-03      -3.258895782844e+00       6.027011463872e-03       4.295025943673e-01       4.269335222691e-01      -2.526089384192e+00      -6.714890432317e-03      -9.119233626395e-02      -4.782715117665e+00       1.607123309122e-02 
       3.352248462448e+02       1.182765994859e-03      -4.035664635345e+00      -1.879431232119e-03       1.405208445658e-02       2.240815763359e-02       3.091039730895e-03       4.897453760674e-03      -3.261408579732e+00       6.045221338542e-03       4.293472802994e-01       4.267499773599e-01      -2.523911396518e+00      -6.722956464452e-03      -9.189651860973e-02      -4.788491620609e+00       1.608098738474e-02 
       3.355499166722e+02       1.184358949356e-03      -4.035574671600e+00      -1.918440936570e-03       1.386595564811e-02       2.239592509660e-02       3.109809220703e-03       4.899821606050e-03      -3.263926480064e+00       6.063459491469e-03       4.291922293929e-01       4.265667060064e-01      -2.521728835919e+00      -6.730942491039e-03      -9.260027264640e-02      -4.794270472568e+00       1.609073460310e-02 
       3.358749870995e+02       1.185952768026e-03      -4.035466697526e+00      -1.957490478857e-03       1.367657225830e-02       2.238345355044e-02       3.128570077848e-03       4.902172079158e-03      -3.266449493222e+00       6.081725066846e-03       4.290374411092e-01       4.263837080990e-01      -2.519541737526e+00      -6.738848441280e-03      -9.330358746705e-02      -4.800051671574e+00       1.610047476512e-02 
       3.362000575268e+02       1.187547450870e-03      -4.035340696552e+00      -1.996578649417e-03       1.348392814949e-02       2.237074577095e-02       3.147321681845e-03       4.904505680002e-03      -3.268977628308e+00       6.100017219796e-03       4.288829149060e-01       4.262009835291e-01      -2.517350136495e+00      -6.746674245857e-03      -9.400645217016e-02      -4.805835215661e+00       1.611020788953e-02 
