# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)p_ncdm[0]          14:(.)rho_lambda         15:(.)rho_ur             16:(.)rho_crit           17:gr.fac. D             18:gr.fac. f          
       1.381829673346e+10       3.958411887276e-18       3.354127875355e-05       4.119788447973e+14       1.387395655194e+04       1.004027979609e-06       1.917144485156e+14       1.936506653198e-05       1.003222190625e+29       7.192638312439e+21       3.596319156219e+22       2.308461716373e+28       7.694872387911e+27       3.808819787004e-08       4.631968917844e+28       1.697265685605e+29       9.730850527354e-05       1.125250661138e-01 
       1.372224104608e+10       4.014023613524e-18       3.377606844879e-05       4.062711418890e+14       1.387395655170e+04       1.011056175453e-06       1.903817760792e+14       1.950062198725e-05       9.756167494163e+28       7.043683129254e+21       3.521841564627e+22       2.244940290322e+28       7.483134301074e+27       3.808819787004e-08       4.504512062485e+28       1.650562407318e+29       9.738488577542e-05       1.124368134984e-01 
       1.362685307451e+10       4.070416628864e-18       3.401250069146e-05       4.006425155496e+14       1.387395655147e+04       1.018133568667e-06       1.890583675029e+14       1.963712633056e-05       9.487709209744e+28       6.897812717698e+21       3.448906358849e+22       2.183166769180e+28       7.277222563935e+27       3.808819787004e-08       4.380562408980e+28       1.605144252659e+29       9.746126627905e-05       1.123486992284e-01 
       1.353212817722e+10       4.127601909625e-18       3.425058821449e-05       3.950918702239e+14       1.387395655123e+04       1.025260503633e-06       1.877441583903e+14       1.977458620413e-05       9.226638032045e+28       6.754963194016e+21       3.377481597008e+22       2.123093056239e+28       7.076976854129e+27       3.808819787004e-08       4.260023450437e+28       1.560975859170e+29       9.753764678444e-05       1.122607229789e-01 
       1.343806174496e+10       4.185590586344e-18       3.449034193181e-05       3.896181255348e+14       1.387395655099e+04       1.032437327144e-06       1.864390847929e+14       1.991300829666e-05       8.972750691700e+28       6.615071997453e+21       3.307535998726e+22       2.064672378254e+28       6.882241260846e+27       3.808819787004e-08       4.142801335526e+28       1.518022837452e+29       9.761402729162e-05       1.121728844261e-01 
       1.334464920050e+10       4.244393945930e-18       3.473177457636e-05       3.842202160732e+14       1.387395655075e+04       1.039664388419e-06       1.851430832066e+14       2.005239934369e-05       8.725849512659e+28       6.478077862843e+21       3.239038931422e+22       2.007859249032e+28       6.692864163438e+27       3.808819787004e-08       4.028804795399e+28       1.476251744394e+29       9.769040780059e-05       1.120851832472e-01 
       1.325188599847e+10       4.304023433859e-18       3.497489706206e-05       3.788970911907e+14       1.387395655050e+04       1.046942039123e-06       1.838560905688e+14       2.019276612788e-05       8.485742258279e+28       6.343920793790e+21       3.171960396895e+22       1.952609434012e+28       6.508698113372e+27       3.808819787004e-08       3.917945072634e+28       1.435630057128e+29       9.776678831136e-05       1.119976191202e-01 
       1.315976762504e+10       4.364490656410e-18       3.521972212184e-05       3.736477147947e+14       1.387395655026e+04       1.054270633382e-06       1.825780442552e+14       2.033411547942e-05       8.252241981651e+28       6.212542036383e+21       3.106271018192e+22       1.898879915826e+28       6.329599719418e+27       3.808819787004e-08       3.810135852129e+28       1.396126147713e+29       9.784316882396e-05       1.119101917245e-01 
       1.306828959781e+10       4.425807382913e-18       3.546625885065e-05       3.684710651472e+14       1.387395655001e+04       1.061650527800e-06       1.813088820768e+14       2.047645427625e-05       8.025166880042e+28       6.083884053472e+21       3.041942026736e+22       1.846628860805e+28       6.155429536016e+27       3.808819787004e-08       3.705293193893e+28       1.357709258507e+29       9.791954933839e-05       1.118229007402e-01 
       1.297744746550e+10       4.487985548050e-18       3.571452361939e-05       3.633661346656e+14       1.387395654976e+04       1.069082081479e-06       1.800485422770e+14       2.061978944449e-05       7.804340153345e+28       5.957890499463e+21       2.978945249732e+22       1.795815586408e+28       5.986051954693e+27       3.808819787004e-08       3.603335467694e+28       1.320349478218e+29       9.799592985467e-05       1.117357458485e-01 
       1.288723680779e+10       4.551037254169e-18       3.596452552301e-05       3.583319297268e+14       1.387395654951e+04       1.076565656033e-06       1.787969635285e+14       2.076412795876e-05       7.589589866422e+28       5.834506195649e+21       2.917253097825e+22       1.746400529547e+28       5.821335098489e+27       3.808819787004e-08       3.504183289500e+28       1.284017718617e+29       9.807231037282e-05       1.116487267315e-01 
       1.279765323510e+10       4.614974773648e-18       3.621627729444e-05       3.533674704737e+14       1.387395654926e+04       1.084101615609e-06       1.775540849302e+14       2.090947684245e-05       7.380748815235e+28       5.713677106039e+21       2.856838553019e+22       1.698345215781e+28       5.661150719269e+27       3.808819787004e-08       3.407759459674e+28       1.248685691890e+29       9.814869089285e-05       1.115618430724e-01 
       1.270869238833e+10       4.679810551276e-18       3.646978984762e-05       3.484717906244e+14       1.387395654901e+04       1.091690326902e-06       1.763198460043e+14       2.105584316816e-05       7.177654396662e+28       5.595350313693e+21       2.797675156846e+22       1.651612229363e+28       5.505374097877e+27       3.808819787004e-08       3.313988902861e+28       1.214325888610e+29       9.822507141477e-05       1.114750945554e-01 
       1.262034993871e+10       4.745557206681e-18       3.672507955343e-05       3.436439372843e+14       1.387395654875e+04       1.099332159174e-06       1.750941866936e+14       2.120323405798e-05       6.980148481895e+28       5.479473997550e+21       2.739736998775e+22       1.606165184107e+28       5.353883947022e+27       3.808819787004e-08       3.222798609540e+28       1.180911556323e+29       9.830145193860e-05       1.113884808657e-01 
       1.253262158755e+10       4.812227536785e-18       3.698215550685e-05       3.388829707606e+14       1.387395654850e+04       1.107027484272e-06       1.738770473583e+14       2.135165668386e-05       6.788077293323e+28       5.365997409734e+21       2.682998704867e+22       1.561968695056e+28       5.206562316852e+27       3.808819787004e-08       3.134117579177e+28       1.148416678715e+29       9.837783246435e-05       1.113020016892e-01 
       1.244550306603e+10       4.879834518290e-18       3.724103044078e-05       3.341879643793e+14       1.387395654824e+04       1.114776676644e-06       1.726683687730e+14       2.150111826794e-05       6.601291284797e+28       5.254870853323e+21       2.627435426662e+22       1.518988350934e+28       5.063294503113e+27       3.808819787004e-08       3.047876764942e+28       1.116815955360e+29       9.845421299205e-05       1.112156567132e-01 
       1.235899013504e+10       4.948391310212e-18       3.750171708816e-05       3.295580043047e+14       1.387395654798e+04       1.122580113364e-06       1.714680921243e+14       2.165162608293e-05       6.419645025197e+28       5.146045660591e+21       2.573022830295e+22       1.477190687353e+28       4.923968957843e+27       3.808819787004e-08       2.964009019953e+28       1.086084782013e+29       9.853059352169e-05       1.111294456257e-01 
       1.227307858490e+10       5.017911256435e-18       3.776422818191e-05       3.249921893620e+14       1.387395654771e+04       1.130438174140e-06       1.702761590074e+14       2.180318745245e-05       6.242997085198e+28       5.039474171689e+21       2.519737085845e+22       1.436543160756e+28       4.788477202519e+27       3.808819787004e-08       2.882449044992e+28       1.056199231463e+29       9.860697405331e-05       1.110433681156e-01 
       1.218776423520e+10       5.088407888313e-18       3.802857827395e-05       3.204896308614e+14       1.387395654745e+04       1.138351241341e-06       1.690925114236e+14       2.195580975136e-05       6.071209927155e+28       4.935109713777e+21       2.467554856888e+22       1.397014123080e+28       4.656713743598e+27       3.808819787004e-08       2.803133337667e+28       1.027136034897e+29       9.868335458691e-05       1.109574238731e-01 
       1.210304293461e+10       5.159894927302e-18       3.829477827821e-05       3.160494524254e+14       1.387395654718e+04       1.146319700013e-06       1.679170917773e+14       2.210950040619e-05       5.904149798016e+28       4.832906580578e+21       2.416453290289e+22       1.358572797115e+28       4.528575990382e+27       3.808819787004e-08       2.726000142965e+28       9.988725637839e+28       9.875973512250e-05       1.108716125890e-01 
       1.201891056063e+10       5.232386287628e-18       3.856284274661e-05       3.116707898181e+14       1.387395654692e+04       1.154343937894e-06       1.667498428734e+14       2.226426689541e-05       5.741686625180e+28       4.732820012368e+21       2.366410006184e+22       1.321189252540e+28       4.403964175134e+27       3.808819787004e-08       2.650989405174e+28       9.713868122586e+28       9.883611566012e-05       1.107859339554e-01 
       1.193536301945e+10       5.305896079001e-18       3.883278259309e-05       3.073527907772e+14       1.387395654665e+04       1.162424345441e-06       1.655907079141e+14       2.242011674986e-05       5.583693915226e+28       4.634806176368e+21       2.317403088184e+22       1.284834382622e+28       4.282781275406e+27       3.808819787004e-08       2.578042721120e+28       9.446573799852e+28       9.891249619976e-05       1.107003876649e-01 
       1.185239624568e+10       5.380438609358e-18       3.910461055057e-05       3.030946148477e+14       1.387395654637e+04       1.170561315840e-06       1.644396304968e+14       2.257705755310e-05       5.430048655425e+28       4.538822147548e+21       2.269411073774e+22       1.249479881548e+28       4.164932938495e+27       3.808819787004e-08       2.507103294698e+28       9.186634554965e+28       9.898887674146e-05       1.106149734115e-01 
       1.177000620221e+10       5.456028387646e-18       3.937834298995e-05       2.988954332187e+14       1.387395654610e+04       1.178755245032e-06       1.632965546107e+14       2.273509694176e-05       5.280631217961e+28       4.444825889831e+21       2.222412944915e+22       1.215098222394e+28       4.050327407979e+27       3.808819787004e-08       2.438115892646e+28       8.933847999897e+28       9.906525728521e-05       1.105296908899e-01 
       1.168818888000e+10       5.532680126651e-18       3.965399264416e-05       2.947544285619e+14       1.387395654583e+04       1.187006531728e-06       1.621614246344e+14       2.289424260595e-05       5.135325266790e+28       4.352776237682e+21       2.176388118841e+22       1.181662635684e+28       3.938875452279e+27       3.808819787004e-08       2.371026801546e+28       8.688017315686e+28       9.914163783105e-05       1.104445397959e-01 
       1.160694029787e+10       5.610408745856e-18       3.993157042714e-05       2.906707948727e+14       1.387395654555e+04       1.195315577431e-06       1.610341853333e+14       2.305450228958e-05       4.994017667060e+28       4.262632878078e+21       2.131316439039e+22       1.149147088554e+28       3.830490295180e+27       3.808819787004e-08       2.305783785999e+28       8.448951099193e+28       9.921801837898e-05       1.103595198259e-01 
       1.152625650230e+10       5.689229374350e-18       4.021109089081e-05       2.866437373130e+14       1.387395654527e+04       1.203682786453e-06       1.599147818564e+14       2.321588379080e-05       4.856598397027e+28       4.174356332856e+21       2.087178166428e+22       1.117526264481e+28       3.725087548269e+27       3.808819787004e-08       2.242336047955e+28       8.216463214077e+28       9.929439892902e-05       1.102746306777e-01 
       1.144613356728e+10       5.769157353770e-18       4.049256858707e-05       2.826724720568e+14       1.387395654499e+04       1.212108565938e-06       1.588031597345e+14       2.337839496231e-05       4.722960462391e+28       4.087907941420e+21       2.043953970710e+22       1.086775543569e+28       3.622585145230e+27       3.808819787004e-08       2.180634187165e+28       7.990372645869e+28       9.937077948119e-05       1.101898720498e-01 
       1.136656759407e+10       5.850208241286e-18       4.077601624886e-05       2.787562261374e+14       1.387395654470e+04       1.220593325879e-06       1.576992648765e+14       2.354204371181e-05       4.592999812988e+28       4.003249843813e+21       2.001624921906e+22       1.056870983384e+28       3.522903277948e+27       3.808819787004e-08       2.120630162712e+28       7.770503361034e+28       9.944716003551e-05       1.101052436414e-01 
       1.128755471105e+10       5.932397812634e-18       4.106144842808e-05       2.748942372971e+14       1.387395654442e+04       1.229137479140e-06       1.566030435677e+14       2.370683800235e-05       4.466615261781e+28       3.920344964133e+21       1.960172482066e+22       1.027789300311e+28       3.425964334369e+27       3.808819787004e-08       2.062277255614e+28       7.556684169913e+28       9.952354059199e-05       1.100207451531e-01 
       1.120909107348e+10       6.015742065180e-18       4.134887785767e-05       2.710857538388e+14       1.387395654413e+04       1.237741441473e-06       1.555144424666e+14       2.387278585270e-05       4.343708406075e+28       3.839156994299e+21       1.919578497149e+22       9.995078514225e+27       3.331692838075e+27       3.808819787004e-08       2.005530032442e+28       7.348748593434e+28       9.959992115064e-05       1.099363762861e-01 
       1.113117286339e+10       6.100257221038e-18       4.163832090853e-05       2.673300344797e+14       1.387395654384e+04       1.246405631542e-06       1.544334086025e+14       2.403989533779e-05       4.224183550898e+28       3.759650378148e+21       1.879825189074e+22       9.720046168539e+27       3.240015389513e+27       3.808819787004e-08       1.950344309951e+28       7.146534733493e+28       9.967630171149e-05       1.098521367426e-01 
       1.105379628931e+10       6.185959730228e-18       4.192978849460e-05       2.636263482070e+14       1.387395654355e+04       1.255130470941e-06       1.533598893731e+14       2.420817458904e-05       4.107947634495e+28       3.681790295864e+21       1.840895147932e+22       9.452581826551e+27       3.150860608850e+27       3.808819787004e-08       1.896677120674e+28       6.949885146898e+28       9.975268227456e-05       1.097680262257e-01 
       1.097695758616e+10       6.272866273874e-18       4.222329698678e-05       2.599739741357e+14       1.387395654326e+04       1.263916384216e-06       1.522938325414e+14       2.437763179483e-05       3.994910155873e+28       3.605542648728e+21       1.802771324364e+22       9.192477241193e+27       3.064159080398e+27       3.808819787004e-08       1.844486679471e+28       6.758646722789e+28       9.982906283985e-05       1.096840444394e-01 
       1.090065301501e+10       6.360993767455e-18       4.251886093698e-05       2.563722013679e+14       1.387395654296e+04       1.272763798883e-06       1.512351862340e+14       2.454827520083e-05       3.884983104332e+28       3.530874044183e+21       1.765437022092e+22       8.939529895683e+27       2.979843298561e+27       3.808819787004e-08       1.793732350996e+28       6.572670563420e+28       9.990544340739e-05       1.096001910886e-01 
       1.082487886292e+10       6.450359364093e-18       4.281649307813e-05       2.528203288550e+14       1.387395654266e+04       1.281673145453e-06       1.501838989376e+14       2.472011311044e-05       3.778080890944e+28       3.457751781216e+21       1.728875890608e+22       8.693542845848e+27       2.897847615283e+27       3.808819787004e-08       1.744374618054e+28       6.391811868234e+28       9.998182397720e-05       1.095164658792e-01 
       1.074963144277e+10       6.540980457897e-18       4.311620796216e-05       2.493176652609e+14       1.387395654236e+04       1.290644857448e-06       1.491399194972e+14       2.489315388519e-05       3.674120281914e+28       3.386143836027e+21       1.693071918013e+22       8.454324566786e+27       2.818108188929e+27       3.808819787004e-08       1.696375050839e+28       6.215929821117e+28       1.000582045493e-04       1.094328685179e-01 
       1.067490709307e+10       6.632874687344e-18       4.341802195995e-05       2.458635288277e+14       1.387395654206e+04       1.299679371427e-06       1.481031971136e+14       2.506740594511e-05       3.573020333769e+28       3.316018848013e+21       1.658009424006e+22       8.221688803741e+27       2.740562934580e+27       3.808819787004e-08       1.649696277006e+28       6.044887480760e+28       1.001345851237e-04       1.093493987122e-01 
       1.060070217777e+10       6.726059938715e-18       4.372194780444e-05       2.424572472424e+14       1.387395654176e+04       1.308777127004e-06       1.470736813404e+14       2.524287776921e-05       3.474702330343e+28       3.247346106029e+21       1.623673053015e+22       7.995454427089e+27       2.665151475696e+27       3.808819787004e-08       1.604301952579e+28       5.878551674038e+28       1.002109657004e-04       1.092660561709e-01 
       1.052701308612e+10       6.820554349574e-18       4.402800186654e-05       2.390981575069e+14       1.387395654145e+04       1.317938566869e-06       1.460513220820e+14       2.541957789584e-05       3.379089721483e+28       3.180095534940e+21       1.590047767470e+22       7.775445291308e+27       2.591815097103e+27       3.808819787004e-08       1.560156733650e+28       5.716792892321e+28       1.002873462794e-04       1.091828406031e-01 
       1.045383623244e+10       6.916376312301e-18       4.433619687916e-05       2.357856058083e+14       1.387395654114e+04       1.327164136813e-06       1.450360695910e+14       2.559751492310e-05       3.286108063450e+28       3.114237682447e+21       1.557118841223e+22       7.561490097834e+27       2.520496699278e+27       3.808819787004e-08       1.517226248862e+28       5.559485190638e+28       1.003637268608e-04       1.090997517193e-01 
       1.038116805600e+10       7.013544477670e-18       4.464655103220e-05       2.325189473918e+14       1.387395654083e+04       1.336454285746e-06       1.440278744659e+14       2.577669750930e-05       3.195684960959e+28       3.049743706192e+21       1.524871853096e+22       7.353422261687e+27       2.451140753896e+27       3.808819787004e-08       1.475477072647e+28       5.406506089620e+28       1.004401074446e-04       1.090167892305e-01 
       1.030900502081e+10       7.112077758478e-18       4.495907705859e-05       2.292975464355e+14       1.387395654052e+04       1.345809465722e-06       1.430266876485e+14       2.595713437335e-05       3.107750010805e+28       2.986585361124e+21       1.493292680562e+22       7.151079781769e+27       2.383693260590e+27       3.808819787004e-08       1.434876699199e+28       5.257736480133e+28       1.005164880308e-04       1.089339528489e-01 
       1.023734361545e+10       7.211995333232e-18       4.527378951025e-05       2.261207759261e+14       1.387395654021e+04       1.355230131957e-06       1.420324604217e+14       2.613883429518e-05       3.022234747058e+28       2.924734987130e+21       1.462367493565e+22       6.954305114731e+27       2.318101704910e+27       3.808819787004e-08       1.395393517170e+28       5.113060530543e+28       1.005928686193e-04       1.088512422874e-01 
       1.016618035293e+10       7.313316649873e-18       4.559070657706e-05       2.229880175375e+14       1.387395653989e+04       1.364716742855e-06       1.410451444071e+14       2.632180611620e-05       2.939072587746e+28       2.864165496921e+21       1.432082748460e+22       6.762945052306e+27       2.254315017435e+27       3.808819787004e-08       1.356996785053e+28       4.972365596529e+28       1.006692492103e-04       1.087686572598e-01 
       1.009551177048e+10       7.416061429569e-18       4.590984099195e-05       2.198986615098e+14       1.387395653957e+04       1.374269760029e-06       1.400646915623e+14       2.650605873971e-05       2.858198783018e+28       2.804850364170e+21       1.402425182085e+22       6.576850602029e+27       2.192283534010e+27       3.808819787004e-08       1.319656607247e+28       4.835542133379e+28       1.007456298038e-04       1.086861974807e-01 
       1.002533442943e+10       7.520249670549e-18       4.623121094482e-05       2.168521065311e+14       1.387395653925e+04       1.383889648323e-06       1.390910541792e+14       2.669160113130e-05       2.779550364733e+28       2.746763611894e+21       1.373381805947e+22       6.395876871223e+27       2.131958957074e+27       3.808819787004e-08       1.283343910784e+28       4.702483610698e+28       1.008220103997e-04       1.086038626657e-01 
       9.955644914974e+09       7.625901652000e-18       4.655482916860e-05       2.138477596204e+14       1.387395653892e+04       1.393576875835e-06       1.381241848812e+14       2.687844231937e-05       2.703066097429e+28       2.689879801076e+21       1.344939900538e+22       6.219882954195e+27       2.073294318065e+27       3.808819787004e-08       1.248030422689e+28       4.573086429464e+28       1.008983909981e-04       1.085216525312e-01 
       9.886439836071e+09       7.733037938007e-18       4.688071203418e-05       2.108850360117e+14       1.387395653860e+04       1.403331913939e-06       1.371640366210e+14       2.706659139547e-05       2.628686430644e+28       2.634174019529e+21       1.317087009765e+22       6.048731822519e+27       2.016243940840e+27       3.808819787004e-08       1.213688647967e+28       4.447249841367e+28       1.009747715990e-04       1.084395667944e-01 
       9.817715825245e+09       7.841679381564e-18       4.720887773146e-05       2.079633590411e+14       1.387395653827e+04       1.413155237309e-06       1.362105626784e+14       2.725605751482e-05       2.556353452557e+28       2.579621870979e+21       1.289810935489e+22       5.882290218350e+27       1.960763406117e+27       3.808819787004e-08       1.180291848198e+28       4.324875870364e+28       1.010511522024e-04       1.083576051735e-01 
       9.749469538426e+09       7.951847128624e-18       4.753933899337e-05       2.050821600334e+14       1.387395653794e+04       1.423047323943e-06       1.352637166580e+14       2.744684989671e-05       2.486010844892e+28       2.526199464385e+21       1.263099732193e+22       5.720428550673e+27       1.906809516891e+27       3.808819787004e-08       1.147814020719e+28       4.205869236398e+28       1.011275328084e-04       1.082757673875e-01 
       9.681697654793e+09       8.063562622224e-18       4.787211400981e-05       2.022408781926e+14       1.387395653761e+04       1.433008655182e-06       1.343234524867e+14       2.763897782500e-05       2.417603839068e+28       2.473883403477e+21       1.236941701738e+22       5.563020794394e+27       1.854340264798e+27       3.808819787004e-08       1.116229878373e+28       4.090137281211e+28       1.012039134170e-04       1.081940531560e-01 
       9.614396876607e+09       8.176847606652e-18       4.820721915166e-05       1.994389604917e+14       1.387395653727e+04       1.443039715740e-06       1.333897244120e+14       2.783245064848e-05       2.351079173563e+28       2.422650776504e+21       1.211325388252e+22       5.409944392229e+27       1.803314797410e+27       3.808819787004e-08       1.085514829825e+28       3.977589896202e+28       1.012802940281e-04       1.081124621999e-01 
       9.547563929054e+09       8.291724131681e-18       4.854467078985e-05       1.966758615659e+14       1.387395653693e+04       1.453140993721e-06       1.324624869992e+14       2.802727778143e-05       2.286385052438e+28       2.372479146207e+21       1.186239573103e+22       5.261080159273e+27       1.753693386424e+27       3.808819787004e-08       1.055644960416e+28       3.868139452269e+28       1.013566746418e-04       1.080309942406e-01 
       9.481195560083e+09       8.408214556863e-18       4.888448347629e-05       1.939510436058e+14       1.387395653659e+04       1.463312980648e-06       1.315416951294e+14       2.822346870401e-05       2.223471105011e+28       2.323346539986e+21       1.161673269993e+22       5.116312190204e+27       1.705437396735e+27       3.808819787004e-08       1.026597013540e+28       3.761700731580e+28       1.014330552582e-04       1.079496490005e-01 
       9.415288540252e+09       8.526341555876e-18       4.922667358187e-05       1.912639762533e+14       1.387395653625e+04       1.473556171483e-06       1.306273039976e+14       2.842103296273e-05       2.162288346640e+28       2.275231440282e+21       1.137615720141e+22       4.975527769044e+27       1.658509256348e+27       3.808819787004e-08       9.983483725383e+27       3.658190861221e+28       1.015094358772e-04       1.078684262028e-01 
       9.349839662564e+09       8.646128120945e-18       4.957126111549e-05       1.886141364977e+14       1.387395653591e+04       1.483871064653e-06       1.297192691100e+14       2.861998017096e-05       2.102789140581e+28       2.228112775153e+21       1.114056387576e+22       4.838617281394e+27       1.612872427131e+27       3.808819787004e-08       9.708770430887e+27       3.557529248677e+28       1.015858164988e-04       1.077873255714e-01 
       9.284845742318e+09       8.767597567308e-18       4.991825881007e-05       1.860010085746e+14       1.387395653556e+04       1.494258162075e-06       1.288175462822e+14       2.882032000933e-05       2.044927160902e+28       2.181969909040e+21       1.090984954520e+22       4.705474129089e+27       1.568491376363e+27       3.808819787004e-08       9.441616360829e+27       3.459637519076e+28       1.016621971232e-04       1.077063468313e-01 
       9.220303616950e+09       8.890773537763e-18       5.026768667449e-05       1.834240838650e+14       1.387395653521e+04       1.504717969179e-06       1.279220916369e+14       2.902206222624e-05       1.988657356410e+28       2.136782633738e+21       1.068391316869e+22       4.575994647202e+27       1.525331549067e+27       3.808819787004e-08       9.181813509717e+27       3.364439454171e+28       1.017385777502e-04       1.076254897080e-01 
       9.156210145879e+09       9.015680007262e-18       5.061956107966e-05       1.808828607966e+14       1.387395653486e+04       1.515250994931e-06       1.270328616018e+14       2.922521663835e-05       1.933935915574e+28       2.092531159539e+21       1.046265579770e+22       4.450078023334e+27       1.483359341111e+27       3.808819787004e-08       8.929159595700e+27       3.271860932996e+28       1.018149583800e-04       1.075447539282e-01 
       9.092562210357e+09       9.142341287584e-18       5.097389839648e-05       1.783768447460e+14       1.387395653451e+04       1.525857751864e-06       1.261498129076e+14       2.942979313101e-05       1.880720232418e+28       2.049196106570e+21       1.024598053285e+22       4.327626219113e+27       1.442542073038e+27       3.808819787004e-08       8.683457903071e+27       3.181829874154e+28       1.018913390126e-04       1.074641392191e-01 
       9.029356713314e+09       9.270782032062e-18       5.133071499586e-05       1.759055479425e+14       1.387395653415e+04       1.536538756095e-06       1.252729025857e+14       2.963580165879e-05       1.828968873344e+28       2.006758496301e+21       1.003379248151e+22       4.208543893872e+27       1.402847964624e+27       3.808819787004e-08       8.444517129104e+27       3.094276179697e+28       1.019677196479e-04       1.073836453090e-01 
       8.966590579210e+09       9.401027240383e-18       5.169003088668e-05       1.734684893732e+14       1.387395653379e+04       1.547294527355e-06       1.244020879661e+14       2.984325224592e-05       1.778641544872e+28       1.965199743239e+21       9.825998716196e+21       4.092738330408e+27       1.364246110136e+27       3.808819787004e-08       8.212151235109e+27       3.009131680543e+28       1.020441002860e-04       1.073032719266e-01 
       8.904260753883e+09       9.533102263458e-18       5.205186062085e-05       1.710651946893e+14       1.387395653343e+04       1.558125589013e-06       1.235373266755e+14       3.005215498682e-05       1.729699062270e+28       1.924501646783e+21       9.622508233913e+21       3.980119362799e+27       1.326706454266e+27       3.808819787004e-08       7.986179301581e+27       2.926330083409e+28       1.021204809269e-04       1.072230188019e-01 
       8.842364204402e+09       9.667032808350e-18       5.241622420726e-05       1.686951961137e+14       1.387395653306e+04       1.569032468102e-06       1.226785766353e+14       3.026252004656e-05       1.682103319043e+28       1.884646383254e+21       9.423231916272e+21       3.870599306197e+27       1.290199768732e+27       3.808819787004e-08       7.766425387335e+27       2.845806919184e+28       1.021968615706e-04       1.071428856654e-01 
       8.780897918920e+09       9.802844943280e-18       5.278313619783e-05       1.663580323502e+14       1.387395653270e+04       1.580015695345e-06       1.218257960590e+14       3.047435766136e-05       1.635817257265e+28       1.845616498095e+21       9.228082490477e+21       3.764092888560e+27       1.254697629520e+27       3.808819787004e-08       7.552718392523e+27       2.767499492743e+28       1.022732422173e-04       1.070628722485e-01 
       8.719858906525e+09       9.940565102704e-18       5.315261842043e-05       1.640532484935e+14       1.387395653233e+04       1.591075805178e-06       1.209789434510e+14       3.068767813911e-05       1.590804838722e+28       1.807394898219e+21       9.036974491097e+21       3.660517184257e+27       1.220172394752e+27       3.808819787004e-08       7.344891925412e+27       2.691346834126e+28       1.023496228667e-04       1.069829782833e-01 
       8.659244197095e+09       1.008022009245e-17       5.352468724595e-05       1.617803959407e+14       1.387395653195e+04       1.602213335779e-06       1.201379776040e+14       3.090249185983e-05       1.547031016859e+28       1.769964844528e+21       8.849824222638e+21       3.559791549503e+27       1.186597183168e+27       3.808819787004e-08       7.142784172832e+27       2.617289651072e+28       1.024260035191e-04       1.069032035029e-01 
       8.599050841157e+09       1.022183709496e-17       5.389935904532e-05       1.595390323040e+14       1.387395653158e+04       1.613428829094e-06       1.193028575969e+14       3.111880927623e-05       1.504461709487e+28       1.733309944578e+21       8.666549722890e+21       3.461837559569e+27       1.153945853190e+27       3.808819787004e-08       6.946237774192e+27       2.545270282849e+28       1.025023841745e-04       1.068235476411e-01 
       8.539275909739e+09       1.036544367452e-17       5.427665564639e-05       1.573287213247e+14       1.387395653120e+04       1.624722830861e-06       1.184735427935e+14       3.133664091418e-05       1.463063772249e+28       1.697414145406e+21       8.487070727031e+21       3.366578947724e+27       1.122192982575e+27       3.808819787004e-08       6.755099698956e+27       2.475232655365e+28       1.025787648327e-04       1.067440104325e-01 
       8.479916494230e+09       1.051106778272e-17       5.465659160109e-05       1.551490327880e+14       1.387395653082e+04       1.636095890641e-06       1.176499928398e+14       3.155599737321e-05       1.422804972814e+28       1.662261726495e+21       8.311308632474e+21       3.273941545850e+27       1.091313848617e+27       3.808819787004e-08       6.569221127495e+27       2.407122237505e+28       1.026551454940e-04       1.066645916124e-01 
       8.420969706237e+09       1.065873776380e-17       5.503918873728e-05       1.529995424397e+14       1.387395653044e+04       1.647548561838e-06       1.168321676624e+14       3.177688932707e-05       1.383653965782e+28       1.627837292889e+21       8.139186464444e+21       3.183853226696e+27       1.061284408899e+27       3.808819787004e-08       6.388457335218e+27       2.340885998676e+28       1.027315261582e-04       1.065852909170e-01 
       8.362432677445e+09       1.080848236023e-17       5.542446160689e-05       1.508798319032e+14       1.387395653005e+04       1.659081401733e-06       1.160200274663e+14       3.199932752421e-05       1.345580268276e+28       1.594125768453e+21       7.970628842267e+21       3.096243847724e+27       1.032081282575e+27       3.808819787004e-08       6.212667579886e+27       2.276472367513e+28       1.028079068255e-04       1.065061080832e-01 
       8.304302559479e+09       1.096033071828e-17       5.581243385677e-05       1.487894885982e+14       1.387395652967e+04       1.670694971507e-06       1.152135327333e+14       3.222332278834e-05       1.308554236211e+28       1.561112389271e+21       7.805561946357e+21       3.011045196487e+27       1.003681732162e+27       3.808819787004e-08       6.041714992036e+27       2.213831191731e+28       1.028842874958e-04       1.064270428488e-01 
       8.246576523763e+09       1.111431239368e-17       5.620312003884e-05       1.467281056606e+14       1.387395652928e+04       1.682389836269e-06       1.144126442199e+14       3.244888601892e-05       1.272547041210e+28       1.528782697178e+21       7.643913485888e+21       2.928190937530e+27       9.760636458435e+26       3.808819787004e-08       5.875466468407e+27       2.152913699074e+28       1.029606681691e-04       1.063480949523e-01 
