# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)p_ncdm[0]          14:(.)rho_lambda         15:(.)rho_ur             16:(.)rho_crit           17:gr.fac. D             18:gr.fac. f          
       7.104866841896e+13       1.497332193299e-25       6.522896001115e-09       1.089124974905e+22       1.387395658547e+04       1.952739846391e-10       9.857261411003e+17       3.766323312990e-09       7.011369311369e+43       9.776704910943e+32       4.888352455472e+33       1.613349244653e+43       5.377830815511e+42       3.808819787004e-08       3.237213553016e+43       1.186193210962e+44       3.742633765049e-06       2.925644113394e+00 
       7.055478492449e+13       1.518368213283e-25       6.568370736204e-09       1.074035845315e+22       1.387395658547e+04       1.966409025316e-10       9.788740229398e+17       3.792687576180e-09       6.818439026289e+43       9.574235273648e+32       4.787117636824e+33       1.568955073432e+43       5.229850244774e+42       3.808819787004e-08       3.148135869911e+43       1.153552997021e+44       3.819014045968e-06       2.867131231126e+00 
       7.006433458242e+13       1.539699768311e-25       6.615664460696e-09       1.059155765959e+22       1.387395658547e+04       1.980173888493e-10       9.720695361865e+17       3.819236389213e-09       6.630817560821e+43       9.375958659913e+32       4.687979329957e+33       1.525782486716e+43       5.085941622387e+42       3.808819787004e-08       3.061509317539e+43       1.121810936564e+44       3.895394326887e-06       2.810912971692e+00 
       6.957729352772e+13       1.561331010356e-25       6.661139195785e-09       1.044481840581e+22       1.387395658547e+04       1.994035105712e-10       9.653123497383e+17       3.845971043938e-09       6.448358833359e+43       9.181788234760e+32       4.590894117380e+33       1.483797870437e+43       4.945992901456e+42       3.808819787004e-08       2.977266448682e+43       1.090942315303e+44       3.971774607807e-06       2.756856953006e+00 
       6.909363806129e+13       1.583266149720e-25       6.708432920277e-09       1.030011213049e+22       1.387395658547e+04       2.007993351452e-10       9.586021347947e+17       3.872892841245e-09       6.270920781994e+43       8.991638961508e+32       4.495819480754e+33       1.442968535477e+43       4.809895118255e+42       3.808819787004e-08       2.895341672053e+43       1.060923099006e+44       4.048154888726e-06       2.704840784082e+00 
       6.861334464875e+13       1.605509455857e-25       6.755726644769e-09       1.015741066801e+22       1.387395658547e+04       2.022049304912e-10       9.519385648408e+17       3.900003091133e-09       6.098365253901e+43       8.805427564539e+32       4.402713782270e+33       1.403262692217e+43       4.677542307391e+42       3.808819787004e-08       2.815671201224e+43       1.031729914787e+44       4.124535169645e-06       2.654751139932e+00 
       6.813638991932e+13       1.628065258203e-25       6.803020369262e-09       1.001668624299e+22       1.387395658547e+04       2.036203650047e-10       9.453213156314e+17       3.927303112771e-09       5.930557897776e+43       8.623072492820e+32       4.311536246410e+33       1.364649425789e+43       4.548831419295e+42       3.808819787004e-08       2.738193004966e+43       1.003340032905e+44       4.200915450565e-06       2.606482937388e+00 
       6.766275066466e+13       1.650937947015e-25       6.850314093754e-09       9.877911464821e+21       1.387395658547e+04       2.050457075597e-10       9.387500651752e+17       3.954794234560e-09       5.767368059232e+43       8.444493884189e+32       4.222246942095e+33       1.327098671997e+43       4.423662239991e+42       3.808819787004e-08       2.662846758949e+43       9.757313490685e+43       4.277295731484e-06       2.559938599220e+00 
       6.719240383780e+13       1.674131974232e-25       6.897607818246e-09       9.741059322403e+21       1.387395658547e+04       2.064810275126e-10       9.322244937191e+17       3.982477794202e-09       5.608668679066e+43       8.269613530385e+32       4.134806765192e+33       1.290581193920e+43       4.301937313068e+42       3.808819787004e-08       2.589573798774e+43       9.488823672257e+43       4.353676012403e-06       2.515027395725e+00 
       6.672532655193e+13       1.697651854338e-25       6.946720532142e-09       9.606103178845e+21       1.387395658547e+04       2.079263947052e-10       9.257442837330e+17       4.010355138761e-09       5.454336194339e+43       8.098354842789e+32       4.049177421394e+33       1.255068559141e+43       4.183561863802e+42       3.808819787004e-08       2.518317074296e+43       9.227721828262e+43       4.430056293322e-06       2.471664854420e+00 
       6.626149607938e+13       1.721502165240e-25       6.994014256634e-09       9.473016766297e+21       1.387395658547e+04       2.093818794682e-10       9.193091198937e+17       4.038427624732e-09       5.304250442161e+43       7.930642818887e+32       3.965321409444e+33       1.220533117609e+43       4.068443725363e+42       3.808819787004e-08       2.449021105209e+43       8.973804665454e+43       4.506436574242e-06       2.429772229769e+00 
       6.580088985043e+13       1.745687549159e-25       7.043126970530e-09       9.341774180832e+21       1.387395658547e+04       2.108475526244e-10       9.129186890702e+17       4.066696618105e-09       5.158294566141e+43       7.766404009423e+32       3.883202004712e+33       1.186947980117e+43       3.956493267057e+42       3.808819787004e-08       2.381631937842e+43       8.726874484566e+43       4.582816855161e-06       2.389276025940e+00 
       6.534348545226e+13       1.770212713537e-25       7.092239684425e-09       9.212349877406e+21       1.387395658547e+04       2.123234854928e-10       9.065726803081e+17       4.095163494431e-09       5.016354925399e+43       7.605566486230e+32       3.802783243115e+33       1.154286997361e+43       3.847623324535e+42       3.808819787004e-08       2.316097103159e+43       8.486739026375e+43       4.659197136080e-06       2.350107566498e+00 
       6.488926062786e+13       1.795082431949e-25       7.143171387725e-09       9.084718664885e+21       1.387395658547e+04       2.138097498912e-10       9.002707848144e+17       4.123829638892e-09       4.878321006084e+43       7.448059810728e+32       3.724029905364e+33       1.122524739580e+43       3.741749131933e+42       3.808819787004e-08       2.252365575901e+43       8.253211322011e+43       4.735577417000e-06       2.312202605748e+00 
       6.443819327494e+13       1.820301545036e-25       7.192284101620e-09       8.958855701141e+21       1.387395658547e+04       2.153064181405e-10       8.940126959428e+17       4.152696446364e-09       4.744085335330e+43       7.293815003079e+32       3.646907501540e+33       1.091636476760e+43       3.638788255867e+42       3.808819787004e-08       2.190387734860e+43       8.026109547387e+43       4.811957697919e-06       2.275500977086e+00 
       6.399026144483e+13       1.845874961442e-25       7.243215804920e-09       8.834736488220e+21       1.387395658547e+04       2.168135630675e-10       8.877981091785e+17       4.181765321488e-09       4.613543397580e+43       7.142764511976e+32       3.571382255988e+33       1.061598159377e+43       3.538660531257e+42       3.808819787004e-08       2.130115324243e+43       7.805256881629e+43       4.888337978838e-06       2.239946274319e+00 
       6.354544334144e+13       1.871807658775e-25       7.294147508219e-09       8.712336867569e+21       1.387395658547e+04       2.183312580089e-10       8.816267221237e+17       4.211037678738e-09       4.486593553207e+43       6.994842185058e+32       3.497421092529e+33       1.032386399672e+43       3.441287998906e+42       3.808819787004e-08       2.071501416102e+43       7.590481369401e+43       4.964718259758e-06       2.205485562406e+00 
       6.310371732019e+13       1.898104684573e-25       7.345079211518e-09       8.591633015339e+21       1.387395658547e+04       2.198595768150e-10       8.754982344823e+17       4.240514942489e-09       4.363136959379e+43       6.849983239939e+32       3.424991619969e+33       1.003978453441e+43       3.346594844804e+42       3.808819787004e-08       2.014500373795e+43       7.381615787025e+43       5.041098540677e-06       2.172069114491e+00 
       6.266506188699e+13       1.924771157286e-25       7.396010914817e-09       8.472601437741e+21       1.387395658547e+04       2.213985938527e-10       8.694123480459e+17       4.270198547086e-09       4.243077493099e+43       6.708124235837e+32       3.354062117918e+33       9.763522023291e+42       3.254507341097e+42       3.808819787004e-08       1.959067816451e+43       7.178497512282e+43       5.117478821596e-06       2.139650172484e+00 
       6.222945569711e+13       1.951812267275e-25       7.448761607520e-09       8.355218966483e+21       1.387395658547e+04       2.229483840097e-10       8.633687666792e+17       4.300089936915e-09       4.126321676367e+43       6.569203045791e+32       3.284601522895e+33       9.494861366053e+42       3.164953788684e+42       3.808819787004e-08       1.905160584421e+43       6.980968397788e+43       5.193859102516e-06       2.108184728771e+00 
       6.179687755423e+13       1.979233277817e-25       7.499693310820e-09       8.239462754250e+21       1.387395658547e+04       2.245090226977e-10       8.573671963051e+17       4.330190566473e-09       4.012778603396e+43       6.433158829451e+32       3.216579414725e+33       9.233593384180e+42       3.077864461393e+42       3.808819787004e-08       1.852736705668e+43       6.788874647867e+43       5.270239383435e-06       2.077631326905e+00 
       6.136730640936e+13       2.007039526137e-25       7.552444003522e-09       8.125310270265e+21       1.387395658547e+04       2.260805858566e-10       8.514073448908e+17       4.360501900438e-09       3.902359869831e+43       6.299932006434e+32       3.149966003217e+33       8.979514655076e+42       2.993171551692e+42       3.808819787004e-08       1.801755363090e+43       6.602066698807e+43       5.346619664354e-06       2.047950879378e+00 
       6.094072135984e+13       2.035236424440e-25       7.605194696225e-09       8.012739295898e+21       1.387395658547e+04       2.276631499576e-10       8.454889224338e+17       4.391025413741e-09       3.794979503924e+43       6.169464230231e+32       3.084732115116e+33       8.732427353674e+42       2.910809117891e+42       3.808819787004e-08       1.752176862742e+43       6.420399102403e+43       5.422999945274e-06       2.019106500796e+00 
       6.051710164830e+13       2.063829460967e-25       7.657945388928e-09       7.901727920347e+21       1.387395658547e+04       2.292567920073e-10       8.396116409471e+17       4.421762591636e-09       3.690553899588e+43       6.041698362654e+32       3.020849181327e+33       8.492139098419e+42       2.830713032806e+42       3.808819787004e-08       1.703962602927e+43       6.243730412719e+43       5.499380226193e-06       1.991063354951e+00 
       6.009642666167e+13       2.092824201063e-25       7.712515071034e-09       7.792254536367e+21       1.387395658547e+04       2.308615895514e-10       8.337752144460e+17       4.452714929777e-09       3.589001751309e+43       5.916578448810e+32       2.958289224405e+33       8.258462801474e+42       2.752820933825e+42       3.808819787004e-08       1.657075044142e+43       6.071923075953e+43       5.575760507112e-06       1.963788514473e+00 
       5.967867593016e+13       2.122226288264e-25       7.767084753141e-09       7.684297836070e+21       1.387395658547e+04       2.324776206782e-10       8.279793589335e+17       4.483883934285e-09       3.490243990837e+43       5.794049692602e+32       2.897024846301e+33       8.031216523059e+42       2.677072174353e+42       3.808819787004e-08       1.611477679852e+43       5.904843323343e+43       5.652140788032e-06       1.937250831845e+00 
       5.926382912628e+13       2.152041445388e-25       7.819835445844e-09       7.577836806773e+21       1.387395658547e+04       2.341049640230e-10       8.222237923868e+17       4.515271121825e-09       3.394203725627e+43       5.674058432723e+32       2.837029216361e+33       7.810223329787e+42       2.603407776596e+42       3.808819787004e-08       1.567135008062e+43       5.742361067008e+43       5.728521068951e-06       1.911420820754e+00 
       5.885186606383e+13       2.182275475654e-25       7.876224117354e-09       7.472850726912e+21       1.387395658547e+04       2.357436987711e-10       8.165082347436e+17       4.546878019677e-09       3.300806178968e+43       5.556552119161e+32       2.778276059581e+33       7.595311156910e+42       2.531770385637e+42       3.808819787004e-08       1.524012503679e+43       5.584349798671e+43       5.804901349871e-06       1.886270546797e+00 
       5.844276669695e+13       2.212934263811e-25       7.930793799460e-09       7.369319162007e+21       1.387395658547e+04       2.373939046625e-10       8.108324078883e+17       4.578706165815e-09       3.209978631763e+43       5.441479290185e+32       2.720739645092e+33       7.386312674347e+42       2.462104224782e+42       3.808819787004e-08       1.482076591627e+43       5.430686491152e+43       5.881281630790e-06       1.861773526709e+00 
       5.803651111912e+13       2.244023777283e-25       7.985363481566e-09       7.267221960683e+21       1.387395658547e+04       2.390556619952e-10       8.051960356389e+17       4.610757108975e-09       3.121650365911e+43       5.328789549800e+32       2.664394774900e+33       7.183065156400e+42       2.394355052133e+42       3.808819787004e-08       1.441294620712e+43       5.281251502583e+43       5.957661911709e-06       1.837904635341e+00 
       5.763307956218e+13       2.275550067330e-25       8.041752153076e-09       7.166539250750e+21       1.387395658547e+04       2.407290516291e-10       7.995988437327e+17       4.643032408737e-09       3.035752609243e+43       5.218433545687e+32       2.609216772843e+33       6.985410355059e+42       2.328470118353e+42       3.808819787004e-08       1.401634838192e+43       5.135928483254e+43       6.034042192629e-06       1.814640019704e+00 
       5.723245239541e+13       2.307519270225e-25       8.098140824586e-09       7.067251435337e+21       1.387395658547e+04       2.424141549905e-10       7.940405598140e+17       4.675533635598e-09       2.952218481982e+43       5.110362947580e+32       2.555181473790e+33       6.793194376789e+42       2.264398125596e+42       3.808819787004e-08       1.363066365059e+43       4.994604285027e+43       6.110422473548e-06       1.791957019458e+00 
       5.683461012454e+13       2.339937608452e-25       8.154529496096e-09       6.969339189071e+21       1.387395658547e+04       2.441110540755e-10       7.885209134201e+17       4.708262371047e-09       2.870982944664e+43       5.004530426105e+32       2.502265213052e+33       6.606267562709e+42       2.202089187570e+42       3.808819787004e-08       1.325559171997e+43       4.857168873232e+43       6.186802754468e-06       1.769834093292e+00 
       5.643953339081e+13       2.372811391913e-25       8.212737157010e-09       6.872783454323e+21       1.387395658547e+04       2.458198314540e-10       7.830396359683e+17       4.741220207643e-09       2.791982747502e+43       4.900889632051e+32       2.450444816025e+33       6.424484372068e+42       2.141494790689e+42       3.808819787004e-08       1.289084055998e+43       4.723515241001e+43       6.263183035387e-06       1.748250750691e+00 
       5.604720297002e+13       2.406147019158e-25       8.269125828519e-09       6.777565437493e+21       1.387395658547e+04       2.475405702742e-10       7.775964607431e+17       4.774408749096e-09       2.715156381141e+43       4.799395176070e+32       2.399697588035e+33       6.247703268927e+42       2.082567756309e+42       3.808819787004e-08       1.253612617629e+43       4.593539325950e+43       6.339563316307e-06       1.727187488635e+00 
       5.565759977161e+13       2.439950978630e-25       8.327333489433e-09       6.683666605356e+21       1.387395658547e+04       2.492733542661e-10       7.721911228829e+17       4.807829610340e-09       2.640444028762e+43       4.700002608801e+32       2.350001304400e+33       6.075786611961e+42       2.025262203987e+42       3.808819787004e-08       1.219117238915e+43       4.467139929155e+43       6.415943597226e-06       1.706625732818e+00 
       5.527070483775e+13       2.474229849928e-25       8.385541150346e-09       6.591068681451e+21       1.387395658547e+04       2.510182677460e-10       7.668233593673e+17       4.841484417611e-09       2.567787519515e+43       4.602668401401e+32       2.301334200701e+33       5.908600547289e+42       1.969533515763e+42       3.808819787004e-08       1.185571061841e+43       4.344218636361e+43       6.492323878146e-06       1.686547783020e+00 
       5.488649934235e+13       2.508990305090e-25       8.443748811260e-09       6.499753642529e+21       1.387395658547e+04       2.527753956202e-10       7.614929090043e+17       4.875374808534e-09       2.497130283223e+43       4.507349926485e+32       2.253674963242e+33       5.746014904260e+42       1.915338301420e+42       3.808819787004e-08       1.152947967437e+43       4.224679741357e+43       6.568704159065e-06       1.666936762288e+00 
       5.450496459022e+13       2.544239109885e-25       8.503775461577e-09       6.409703715038e+21       1.387395658547e+04       2.545448233895e-10       7.561995124174e+17       4.909502432193e-09       2.428417306338e+43       4.414005439453e+32       2.207002719726e+33       5.587903094096e+42       1.862634364699e+42       3.808819787004e-08       1.121222555444e+43       4.108430171457e+43       6.645084439985e-06       1.647776569618e+00 
       5.412608201611e+13       2.579983125140e-25       8.563802111894e-09       6.320901371669e+21       1.387395658547e+04       2.563266371532e-10       7.509429120331e+17       4.943868949218e-09       2.361595089108e+43       4.322594060212e+32       2.161297030106e+33       5.434142011337e+42       1.811380670446e+42       3.808819787004e-08       1.090370124535e+43       3.995379415036e+43       6.721464720904e-06       1.629051835873e+00 
       5.374983318382e+13       2.616229308065e-25       8.623828762211e-09       6.233329327942e+21       1.387395658547e+04       2.581209236133e-10       7.457228520687e+17       4.978476031862e-09       2.296611603922e+43       4.233075755270e+32       2.116537877635e+33       5.284611937987e+42       1.761537312662e+42       3.808819787004e-08       1.060366653084e+43       3.885439451058e+43       6.797845001824e-06       1.610747882661e+00 
       5.337619978533e+13       2.652984713613e-25       8.683855412528e-09       6.146970538843e+21       1.387395658547e+04       2.599277700786e-10       7.405390785190e+17       5.013325364085e-09       2.233416254799e+43       4.145411320205e+32       2.072705660103e+33       5.139196450306e+42       1.713065483435e+42       3.808819787004e-08       1.031188780462e+43       3.778524680541e+43       6.874225282743e-06       1.592850683965e+00 
       5.300516363985e+13       2.690256495855e-25       8.743882062845e-09       6.061808195506e+21       1.387395658547e+04       2.617472644692e-10       7.353913391450e+17       5.048418641633e-09       2.171959837999e+43       4.059562362496e+32       2.029781181248e+33       4.997782328156e+42       1.665927442719e+42       3.808819787004e-08       1.002813788852e+43       3.674551859910e+43       6.950605563663e-06       1.575346830295e+00 
       5.263670669300e+13       2.728051909364e-25       8.805727702565e-09       5.977825721940e+21       1.387395658547e+04       2.635794953204e-10       7.302793834608e+17       5.083757572124e-09       2.112194503709e+43       3.975491284705e+32       1.987745642352e+33       4.860259466855e+42       1.620086488952e+42       3.808819787004e-08       9.752195855557e+42       3.573440036188e+43       7.026985844583e-06       1.558223495184e+00 
       5.227081101588e+13       2.766378310639e-25       8.867573342286e-09       5.895006771804e+21       1.387395658547e+04       2.654245517877e-10       7.252029627217e+17       5.119343875128e-09       2.054073718788e+43       3.893161268016e+32       1.946580634008e+33       4.726520791447e+42       1.575506930482e+42       3.808819787004e-08       9.483846857950e+42       3.475110483962e+43       7.103366125502e-06       1.541468403838e+00 
       5.190745880425e+13       2.805243159525e-25       8.929418982007e-09       5.813335225226e+21       1.387395658547e+04       2.672825236502e-10       7.201618299123e+17       5.155179282253e-09       1.997552230540e+43       3.812536256108e+32       1.906268128054e+33       4.596462173332e+42       1.532154057777e+42       3.808819787004e-08       9.222881959840e+42       3.379486644086e+43       7.179746406422e-06       1.525069803797e+00 
       5.154663237761e+13       2.844654020672e-25       8.991264621727e-09       5.732795185664e+21       1.387395658547e+04       2.691535013157e-10       7.151557397342e+17       5.191265537228e-09       1.942586031473e+43       3.733580939365e+32       1.866790469682e+33       4.469982349196e+42       1.489994116399e+42       3.808819787004e-08       8.969097974609e+42       3.286494064077e+43       7.256126687341e-06       1.509016437442e+00 
       5.118831417836e+13       2.884618565008e-25       9.054929250851e-09       5.653370976812e+21       1.387395658547e+04       2.710375758250e-10       7.101844485940e+17       5.227604395988e-09       1.889132325043e+43       3.656260739411e+32       1.828130369705e+33       4.346982842162e+42       1.448994280721e+42       3.808819787004e-08       8.722297306680e+42       3.196060340146e+43       7.332506968261e-06       1.493297516219e+00 
       5.083248677097e+13       2.925144571228e-25       9.118593879975e-09       5.575047139550e+21       1.387395658547e+04       2.729348388557e-10       7.052477145919e+17       5.264197626760e-09       1.837149492327e+43       3.580541793968e+32       1.790270896984e+33       4.227367885122e+42       1.409122628374e+42       3.808819787004e-08       8.482287797668e+42       3.108115060821e+43       7.408887249181e-06       1.477902696464e+00 
       5.047913284108e+13       2.966239927309e-25       9.182258509099e-09       5.497808428933e+21       1.387395658547e+04       2.748453827277e-10       7.003452975093e+17       5.301047010146e-09       1.786597059621e+43       3.506390942025e+32       1.753195471012e+33       4.111044346168e+42       1.370348115389e+42       3.808819787004e-08       8.248882576768e+42       3.022589752125e+43       7.485267530101e-06       1.462822056705e+00 
       5.012823519472e+13       3.007912632047e-25       9.245923138224e-09       5.421639811227e+21       1.387395658547e+04       2.767693004068e-10       6.954769587977e+17       5.338154339217e-09       1.737435666928e+43       3.433775709315e+32       1.716887854657e+33       3.997921656083e+42       1.332640552028e+42       3.808819787004e-08       8.021899915258e+42       2.939417824268e+43       7.561647811020e-06       1.448046076334e+00 
